docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0921818113002245-1571	1	Quantity	79	84	T1	0.8 m	"{""unit"": ""m""}"
S0921818113002245-1571	1	MeasuredEntity	88	97	T2	sediments	"{""HasQuantity"": ""T1""}"
S0921818113002245-1571	1	MeasuredProperty	73	78	T3	upper	"{""HasQuantity"": ""T1""}"
S0921818113002245-1571	2	Quantity	215	219	T4	1 cm	"{""unit"": ""cm"", ""mods"": [""IsApproximate""]}"
S0921818113002245-1571	2	MeasuredEntity	221	234	T5	vertical slab	"{""HasQuantity"": ""T4""}"
S0921818113002245-1571	2	MeasuredProperty	195	199	T6	thin	"{""HasQuantity"": ""T4""}"
S0921818113002245-1571	3	Quantity	632	637	T7	4.8 m	"{""unit"": ""m""}"
S0921818113002245-1571	3	MeasuredEntity	643	648	T8	cores	"{""HasQuantity"": ""T7""}"
S0921818113002245-1571	3	MeasuredProperty	638	642	T9	long	"{""HasQuantity"": ""T7""}"
S0921818113002245-1571	4	Quantity	684	695	T10	60 or 63 mm	"{""unit"": ""mm"", ""mods"": [""IsRange""]}"
S0921818113002245-1571	4	MeasuredEntity	664	673	T11	PVC tubes	"{""HasQuantity"": ""T10""}"
S0921818113002245-1571	4	MeasuredProperty	696	713	T12	internal diameter	"{""HasQuantity"": ""T10""}"
S0921818113002245-1571	5	Quantity	81	84	T13	8 m	"{""unit"": ""m""}"
S0921818113002245-1571	5	MeasuredProperty	34	36	T15	to	"{""HasQuantity"": ""T13""}"
S0921818113002245-1571	6	Quantity	1117	1123	T16	11.8 m	"{""unit"": ""m"", ""mods"": [""IsApproximate""]}"
S0921818113002245-1571	6	MeasuredEntity	1081	1090	T17	sediments	"{""HasQuantity"": ""T16""}"
S0921818113002245-1571	6	MeasuredProperty	1091	1099	T18	to depth	"{""HasQuantity"": ""T16""}"
S0921818113002245-1571	7	Quantity	1232	1249	T19	11.8 m and 11.5 m	"{""unit"": ""m"", ""mods"": [""IsRange""]}"
S0921818113002245-1571	7	MeasuredEntity	1209	1223	T20	sediment depth	"{""HasQuantity"": ""T19""}"
S0921818113002245-1571	7	MeasuredProperty	1224	1231	T21	between	"{""HasQuantity"": ""T19""}"
