docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0031405612000728-1639	1	Quantity	84	85	T1	7	"{""mods"": [""IsCount""], ""unit"": ""months""}"
S0031405612000728-1639	1	MeasuredEntity	27	46	T2	aggregate stability	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	1	MeasuredEntity	51	61	T3	repellency	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	2	Quantity	84	85	T4	7	"{""mods"": [""IsCount""], ""unit"": ""months""}"
S0031405612000728-1639	2	MeasuredEntity	154	171	T5	mycorrhizal soils	"{""HasQuantity"": ""T4""}"
S0031405612000728-1639	3	Quantity	920	921	T7	3	"{""mods"": [""IsCount""], ""unit"": ""months""}"
S0031405612000728-1639	3	MeasuredEntity	893	910	T8	mycorrhizal soils	"{""HasQuantity"": ""T7""}"
S0031405612000728-1639	3	MeasuredProperty	854	873	T9	aggregate stability	"{""HasQuantity"": ""T7""}"
S0031405612000728-1639	4	Quantity	958	959	T10	5	"{""mods"": [""IsCount""], ""unit"": ""months""}"
S0031405612000728-1639	4	Quantity	84	85	T11	7	"{""mods"": [""IsCount""], ""unit"": ""months""}"
S0031405612000728-1639	4	MeasuredEntity	154	171	T12	mycorrhizal soils	"{""HasQuantity"": ""T11""}"
S0031405612000728-1639	4	MeasuredProperty	51	61	T13	repellency	"{""HasQuantity"": ""T11""}"
S0031405612000728-1639	5	Quantity	1314	1326	T14	4 to 88 days	"{""mods"": [""IsRange""], ""unit"": ""days""}"
S0031405612000728-1639	6	Quantity	1413	1419	T16	60 day	"{""unit"": ""days""}"
S0031405612000728-1639	6	MeasuredEntity	1372	1391	T17	aggregate stability	"{""HasQuantity"": ""T16""}"
S0031405612000728-1639	7	Quantity	1520	1527	T18	120 day	"{""unit"": ""days""}"
S0031405612000728-1639	7	MeasuredEntity	1486	1512	T19	aggregate water repellency	"{""HasQuantity"": ""T18""}"
