docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378383911001669-2260	1	Quantity	377	383	T1	1.3 mm	"{""unit"": ""mm""}"
S0378383911001669-2260	1	MeasuredEntity	353	373	T2	equivalent roughness	"{""HasQuantity"": ""T1""}"
S0378383911001669-2260	1	MeasuredProperty	364	373	T3	roughness	"{""HasQuantity"": ""T1""}"
S0378383911001669-2260	2	Quantity	388	394	T4	8.4 mm	"{""unit"": ""mm""}"
S0378383911001669-2260	2	MeasuredEntity	353	373	T5	equivalent roughness	"{""HasQuantity"": ""T4""}"
S0378383911001669-2260	2	MeasuredProperty	364	373	T6	roughness	"{""HasQuantity"": ""T4""}"
S0378383911001669-2260	3	Quantity	445	462	T7	approximately 50%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0378383911001669-2260	3	MeasuredEntity	483	499	T8	friction factors	"{""HasQuantity"": ""T7""}"
S0378383911001669-2260	4	Quantity	846	853	T10	0.072 m	"{""unit"": ""m""}"
S0378383911001669-2260	5	Quantity	1006	1013	T13	2.377 m	"{""unit"": ""m""}"
