docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0927024813002420-1032	1	Quantity	92	96	T1	four	"{""mods"": [""IsCount""]}"
S0927024813002420-1032	1	MeasuredEntity	102	112	T2	parameters	"{""HasQuantity"": ""T1""}"
S0927024813002420-1032	2	Quantity	430	437	T3	80 vol%	"{""unit"": ""vol%""}"
S0927024813002420-1032	2	MeasuredEntity	441	444	T4	C60	"{""HasQuantity"": ""T3""}"
S0927024813002420-1032	3	Quantity	464	469	T5	70 nm	"{""unit"": ""nm""}"
S0927024813002420-1032	3	MeasuredEntity	451	460	T6	thickness	"{""HasQuantity"": ""T5""}"
S0927024813002420-1032	4	Quantity	574	584	T7	2–3 mA/cm2	"{""unit"": ""mA/cm2"", ""mods"": [""IsRange""]}"
S0927024813002420-1032	4	MeasuredEntity	570	573	T8	Jsc	"{""HasQuantity"": ""T7""}"
S0927024813002420-1032	5	Quantity	593	604	T9	0.40–0.45 V	"{""unit"": ""V"", ""mods"": [""IsRange""]}"
S0927024813002420-1032	5	MeasuredEntity	589	592	T10	Voc	"{""HasQuantity"": ""T9""}"
