docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1265	1	Quantity	11	13	T1	71	"{""mods"": [""IsCount""]}"
S0012821X12004384-1265	1	MeasuredEntity	14	32	T2	palynology samples	"{""HasQuantity"": ""T1""}"
S0012821X12004384-1265	2	Quantity	594	597	T3	5 g	"{""unit"": ""g""}"
S0012821X12004384-1265	2	MeasuredEntity	601	615	T4	dried sediment	"{""HasQuantity"": ""T3""}"
S0012821X12004384-1265	3	Quantity	689	695	T5	0.05 g	"{""unit"": ""g""}"
S0012821X12004384-1265	3	MeasuredEntity	601	615	T6	dried sediment	"{""HasQuantity"": ""T5""}"
S0012821X12004384-1265	4	Quantity	1192	1196	T7	>90%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0012821X12004384-1265	4	MeasuredEntity	1201	1231	T8	amorphous organic matter (AOM)	"{""HasQuantity"": ""T7""}"
S0012821X12004384-1265	5	Quantity	1291	1302	T9	20 and 60 g	"{""unit"": ""g"", ""mods"": [""IsRange""]}"
S0012821X12004384-1265	5	MeasuredEntity	1306	1320	T10	dried sediment	"{""HasQuantity"": ""T9""}"
S0012821X12004384-1265	6	Quantity	1357	1362	T11	63 μm	"{""unit"": ""\u03bcm""}"
S0012821X12004384-1265	6	MeasuredEntity	1363	1368	T12	sieve	"{""HasQuantity"": ""T11""}"
