docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S030881461301604X-1002	1	Quantity	110	118	T1	100 mg/L	"{""unit"": ""mg/L""}"
S030881461301604X-1002	1	Quantity	123	129	T2	1 mg/L	"{""unit"": ""mg/L""}"
S030881461301604X-1002	1	MeasuredEntity	61	63	T3	AB	"{""HasQuantity"": ""T1""}"
S030881461301604X-1002	1	MeasuredEntity	65	72	T4	As(III)	"{""HasQuantity"": ""T1""}"
S030881461301604X-1002	1	MeasuredEntity	74	77	T5	DMA	"{""HasQuantity"": ""T1""}"
S030881461301604X-1002	1	MeasuredEntity	82	85	T6	MMA	"{""HasQuantity"": ""T1""}"
S030881461301604X-1002	1	MeasuredProperty	90	104	T7	concentrations	"{""HasQuantity"": ""T1""}"
S030881461301604X-1002	1	MeasuredProperty	90	104	T8	concentrations	"{""HasQuantity"": ""T1""}"
S030881461301604X-1002	1	MeasuredProperty	90	104	T9	concentrations	"{""HasQuantity"": ""T1""}"
S030881461301604X-1002	1	MeasuredProperty	90	104	T10	concentrations	"{""HasQuantity"": ""T1""}"
S030881461301604X-1002	2	Quantity	168	175	T11	10 mg/L	"{""unit"": ""mg/L""}"
S030881461301604X-1002	2	Quantity	180	188	T12	0.1 mg/L	"{""unit"": ""mg/L""}"
S030881461301604X-1002	2	MeasuredEntity	138	143	T13	As(V)	"{""HasQuantity"": ""T11""}"
S030881461301604X-1002	2	MeasuredProperty	90	104	T14	concentrations	"{""HasQuantity"": ""T11""}"
S030881461301604X-1002	3	Quantity	240	242	T15	1%	"{""unit"": ""%""}"
S030881461301604X-1002	3	MeasuredEntity	227	238	T16	nitric acid	"{""HasQuantity"": ""T15""}"
S030881461301604X-1002	4	Quantity	427	434	T21	50 μg/L	"{""unit"": ""\u03bcg/L""}"
S030881461301604X-1002	4	MeasuredEntity	395	404	T22	compounds	"{""HasQuantity"": ""T17""}"
S030881461301604X-1002	4	MeasuredProperty	357	386	T23	final standard concentrations	"{""HasQuantity"": ""T17""}"
