docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X13007309-1691	1	Quantity	147	150	T1	1 m	"{""unit"": ""m"", ""mods"": [""IsCount""]}"
S0012821X13007309-1691	1	MeasuredEntity	124	141	T2	Livello Bonarelli	"{""HasQuantity"": ""T1""}"
S0012821X13007309-1691	2	Quantity	339	343	T4	20 m	"{""unit"": ""m"", ""mods"": [""IsCount""]}"
S0012821X13007309-1691	2	MeasuredEntity	356	371	T5	Bonarelli level	"{""HasQuantity"": ""T4""}"
S0012821X13007309-1691	3	Quantity	537	553	T7	∼−25.9 to −26.5‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange""]}"
S0012821X13007309-1691	3	MeasuredEntity	462	476	T8	δ13Corg record	"{""HasQuantity"": ""T7""}"
S0012821X13007309-1691	3	MeasuredProperty	490	499	T9	variation	"{""HasQuantity"": ""T7""}"
S0012821X13007309-1691	4	Quantity	609	611	T10	4‰	"{""unit"": ""\u2030"", ""mods"": [""IsCount""]}"
S0012821X13007309-1691	4	MeasuredEntity	596	603	T11	δ13Corg	"{""HasQuantity"": ""T10""}"
S0012821X13007309-1691	4	MeasuredProperty	612	617	T12	shift	"{""HasQuantity"": ""T10""}"
S0012821X13007309-1691	5	Quantity	619	634	T13	−27.2 to −23.1‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange""]}"
S0012821X13007309-1691	5	MeasuredEntity	596	603	T14	δ13Corg	"{""HasQuantity"": ""T13""}"
S0012821X13007309-1691	5	MeasuredProperty	583	592	T15	excursion	"{""HasQuantity"": ""T13""}"
S0012821X13007309-1691	6	Quantity	653	659	T16	<0.5 m	"{""unit"": ""m"", ""mods"": [""IsCount""]}"
S0012821X13007309-1691	6	MeasuredEntity	596	603	T17	δ13Corg	"{""HasQuantity"": ""T16""}"
