docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1249	1	Quantity	19	31	T1	57°44’8.47”N	"{""unit"": ""\u00b0"", ""mods"": []}"
S0012821X12004384-1249	1	Quantity	33	45	T2	1°50’26.59”E	"{""unit"": ""\u00b0"", ""mods"": []}"
S0012821X12004384-1249	2	Quantity	507	513	T3	2605 m	"{""unit"": ""m"", ""mods"": []}"
S0012821X12004384-1249	2	Quantity	517	523	T4	2634 m	"{""unit"": ""m"", ""mods"": []}"
S0012821X12004384-1249	2	MeasuredEntity	467	475	T5	22/10a-4	"{""HasQuantity"": ""T4""}"
S0012821X12004384-1249	3	Quantity	698	709	T5	2609–2613 m	"{""unit"": ""m"", ""mods"": [""IsRange""]}"
S0012821X12004384-1249	3	MeasuredEntity	714	723	T6	claystone	"{""HasQuantity"": ""T5""}"
S0012821X12004384-1249	4	Quantity	810	824	T6	1 to 25 per mm	"{""unit"": ""per mm"", ""mods"": [""IsRange""]}"
S0012821X12004384-1249	4	MeasuredEntity	780	796	T7	laminae couplets	"{""HasQuantity"": ""T6""}"
S0012821X12004384-1249	5	Quantity	974	985	T7	26 horizons	"{""unit"": ""horizons"", ""mods"": [""IsCount""]}"
S0012821X12004384-1249	5	MeasuredEntity	1001	1005	T8	core	"{""HasQuantity"": ""T7""}"
S0012821X12004384-1249	6	Quantity	1010	1039	T8	approximately 13 pairs per mm	"{""unit"": ""pairs per mm"", ""mods"": [""IsApproximate""]}"
