docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167577X14001256-517	1	Quantity	355	365	T1	0.5–0.6 nJ	"{""unit"": ""nJ"", ""mods"": [""IsRange""]}"
S0167577X14001256-517	1	MeasuredEntity	339	351	T2	laser energy	"{""HasQuantity"": ""T1""}"
S0167577X14001256-517	1	MeasuredProperty	339	351	T3	laser energy	"{""HasQuantity"": ""T1""}"
S0167577X14001256-517	2	Quantity	400	407	T4	250 kHz	"{""unit"": ""kHz""}"
S0167577X14001256-517	2	MeasuredEntity	369	396	T5	laser-pulse repetition rate	"{""HasQuantity"": ""T4""}"
S0167577X14001256-517	2	MeasuredProperty	369	396	T6	laser-pulse repetition rate	"{""HasQuantity"": ""T4""}"
S0167577X14001256-517	3	Quantity	430	436	T7	4–7 kV	"{""unit"": ""kV"", ""mods"": [""IsRange""]}"
S0167577X14001256-517	3	MeasuredEntity	411	426	T8	DC bias voltage	"{""HasQuantity"": ""T7""}"
S0167577X14001256-517	3	MeasuredProperty	411	426	T9	DC bias voltage	"{""HasQuantity"": ""T7""}"
S0167577X14001256-517	4	Quantity	468	472	T10	55 K	"{""unit"": ""K""}"
S0167577X14001256-517	4	MeasuredEntity	444	464	T11	specimen temperature	"{""HasQuantity"": ""T10""}"
S0167577X14001256-517	4	MeasuredProperty	444	464	T12	specimen temperature	"{""HasQuantity"": ""T10""}"
S0167577X14001256-517	5	Quantity	557	561	T13	0.4%	"{""unit"": ""%""}"
S0167577X14001256-517	5	MeasuredEntity	537	553	T14	evaporation rate	"{""HasQuantity"": ""T13""}"
S0167577X14001256-517	5	MeasuredProperty	537	553	T15	evaporation rate	"{""HasQuantity"": ""T13""}"
S0167577X14001256-517	6	Quantity	733	739	T16	2–4 kV	"{""unit"": ""kV"", ""mods"": [""IsRange""]}"
S0167577X14001256-517	6	MeasuredEntity	713	723	T17	DC voltage	"{""HasQuantity"": ""T16""}"
S0167577X14001256-517	6	MeasuredProperty	713	723	T18	DC voltage	"{""HasQuantity"": ""T16""}"
