docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1178	1	Quantity	100	107	T1	55.8 Ma	"{""unit"": ""Ma""}"
S0012821X12004384-1178	1	MeasuredEntity	4	8	T2	PETM	"{""HasQuantity"": ""T1""}"
S0012821X12004384-1178	2	Quantity	177	183	T3	5–8 °C	"{""unit"": ""\u00b0C"", ""mods"": [""IsRange""]}"
S0012821X12004384-1178	2	MeasuredEntity	144	168	T4	sea surface temperatures	"{""HasQuantity"": ""T3""}"
S0012821X12004384-1178	2	MeasuredProperty	169	173	T5	rise	"{""HasQuantity"": ""T3""}"
S0012821X12004384-1178	3	Quantity	387	393	T4	<20 ka	"{""unit"": ""ka""}"
S0012821X12004384-1178	4	Quantity	472	482	T5	−2 and −7‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange""]}"
S0012821X12004384-1178	4	MeasuredEntity	433	463	T6	carbon isotope excursion (CIE)	"{""HasQuantity"": ""T5""}"
S0012821X12004384-1178	4	MeasuredProperty	448	457	T7	excursion	"{""HasQuantity"": ""T5""}"
S0012821X12004384-1178	5	Quantity	567	573	T6	170 ka	"{""unit"": ""ka""}"
