docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1873506113001116-710	1	Quantity	109	113	T1	48 h	"{""unit"": ""h""}"
S1873506113001116-710	1	MeasuredEntity	92	102	T2	aggregates	"{""HasQuantity"": ""T1""}"
S1873506113001116-710	2	Quantity	273	284	T4	13 passages	"{""mods"": [""IsCount""]}"
S1873506113001116-710	2	MeasuredEntity	198	207	T5	BC1 cells	"{""HasQuantity"": ""T4""}"
S1873506113001116-710	3	Quantity	286	293	T7	45 days	"{""unit"": ""days""}"
S1873506113001116-710	3	MeasuredEntity	198	207	T8	BC1 cells	"{""HasQuantity"": ""T7""}"
S1873506113001116-710	4	Quantity	295	300	T10	n = 3	"{""mods"": [""IsCount""]}"
S1873506113001116-710	5	Quantity	501	507	T13	day 14	"{""unit"": ""days""}"
S1873506113001116-710	5	MeasuredEntity	439	471	T14	HPC-like single suspending cells	"{""HasQuantity"": ""T13""}"
S1873506113001116-710	6	Quantity	535	540	T16	n = 2	"{""mods"": [""IsCount""]}"
S1873506113001116-710	7	Quantity	626	632	T19	200 μm	"{""unit"": ""\u03bcm""}"
