docId	annotSet	annotType	annotId	text	other
S0019103512004009-3976	1	Quantity	T1	0.1 to 1	"{""mods"": [""IsRange""], ""unit"": null}"
S0019103512004009-3976	1	MeasuredEntity	T2	ηnet	"{""HasQuantity"": ""T1""}"
S0019103512004009-3976	1	Qualifier	T3	with the average solar flux	"{""Qualifies"": ""T1""}"
S0019103512004009-3976	2	Quantity	T4	2.6 km s−1 to 25 km s−1	"{""mods"": [""IsRange""], ""unit"": ""km s−1""}"
S0019103512004009-3976	2	MeasuredEntity	T5	upper boundary	"{""HasProperty"": ""T6""}"
S0019103512004009-3976	2	MeasuredProperty	T6	velocity	"{""HasQuantity"": ""T4""}"
S0019103512004009-3976	3	Quantity	T7	30 km s−1	"{""unit"": ""km s−1""}"
S0019103512004009-3976	3	MeasuredEntity	T8	upper boundary	"{""HasProperty"": ""T9""}"
S0019103512004009-3976	3	MeasuredProperty	T9	velocity	"{""HasQuantity"": ""T7""}"
S0019103512004009-3976	3	Qualifier	T10	in the 100× case	"{""Qualifies"": ""T7""}"
S0019103512004009-3976	4	Quantity	T11	4Rp	"{""unit"": ""Rp""}"
S0019103512004009-3976	4	MeasuredEntity	T12	isothermal sonic point	"{""HasProperty"": ""T13""}"
S0019103512004009-3976	4	MeasuredProperty	T13	location	"{""HasQuantity"": ""T11""}"
S0019103512004009-3976	4	Qualifier	T14	with ηnet = 1	"{""Qualifies"": ""T11""}"
