docId	annotSet	annotType	annotId	text	other
S1161030113001950-923	1	Quantity	T1	4 classes	"{""mods"": [""IsCount""]}"
S1161030113001950-923	1	MeasuredEntity	T2	classes	"{""HasQuantity"": ""T1""}"
S1161030113001950-923	2	Quantity	T3	2 systems	"{""mods"": [""IsCount""]}"
S1161030113001950-923	2	MeasuredEntity	T4	systems	"{""HasQuantity"": ""T3""}"
S1161030113001950-923	3	Quantity	T5	90–95%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S1161030113001950-923	3	MeasuredEntity	T6	maximum yield	"{""HasQuantity"": ""T5""}"
S1161030113001950-923	3	MeasuredProperty	T7	yield percentage	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S1161030113001950-923	3	Qualifier	T8	for the year	"{""Qualifies"": ""T5""}"
S1161030113001950-923	4	Quantity	T9	4–8 years	"{""unit"": ""years"", ""mods"": [""IsRange""]}"
S1161030113001950-923	4	MeasuredEntity	T10	planned period of time	"{""HasQuantity"": ""T9""}"
S1161030113001950-923	4	Qualifier	T11	usually	"{""Qualifies"": ""T9""}"
