docId	annotSet	annotType	annotId	text	other
S0038071711004354-1624	1	Quantity	T1	150 cm long	"{""unit"": ""cm""}"
S0038071711004354-1624	1	Quantity	T2	100 cm wide	"{""unit"": ""cm""}"
S0038071711004354-1624	1	Quantity	T3	15 cm	"{""unit"": ""cm""}"
S0038071711004354-1624	1	MeasuredEntity	T4	mesocosm	"{""HasQuantity"": ""T1"", ""HasQuantity"": ""T2"", ""HasQuantity"": ""T3""}"
S0038071711004354-1624	1	MeasuredProperty	T5	length	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T4""}"
S0038071711004354-1624	1	MeasuredProperty	T6	width	"{""HasQuantity"": ""T2"", ""HasProperty"": ""T4""}"
S0038071711004354-1624	1	MeasuredProperty	T7	soil depth	"{""HasQuantity"": ""T3"", ""HasProperty"": ""T4""}"
S0038071711004354-1624	2	Quantity	T8	approximately four months	"{""unit"": ""months"", ""mods"": [""IsApproximate""]}"
S0038071711004354-1624	2	MeasuredEntity	T9	mesocosm	"{""HasQuantity"": ""T8""}"
S0038071711004354-1624	2	MeasuredProperty	T10	growing conditions	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
S0038071711004354-1624	3	Quantity	T11	approximately 15 min	"{""unit"": ""min"", ""mods"": [""IsApproximate""]}"
S0038071711004354-1624	3	MeasuredEntity	T12	experiment	"{""HasQuantity"": ""T11""}"
S0038071711004354-1624	3	MeasuredProperty	T13	time	"{""HasQuantity"": ""T11"", ""HasProperty"": ""T12""}"
S0038071711004354-1624	4	Quantity	T14	30 cm	"{""unit"": ""cm""}"
S0038071711004354-1624	4	MeasuredEntity	T15	reference chamber	"{""HasQuantity"": ""T14""}"
S0038071711004354-1624	4	MeasuredProperty	T16	distance	"{""HasQuantity"": ""T14"", ""HasProperty"": ""T15""}"
