docId	annotSet	annotType	annotId	text	other
S0257897213007573-959	1	Quantity	T1	0.22 nm	"{""unit"": ""nm"", ""mods"": []}"
S0257897213007573-959	1	MeasuredEntity	T2	surface roughness	"{""HasQuantity"": ""T1""}"
S0257897213007573-959	1	MeasuredProperty	T3	RMS	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0257897213007573-959	2	Quantity	T4	100 nm	"{""unit"": ""nm"", ""mods"": []}"
S0257897213007573-959	2	MeasuredEntity	T5	nanopores	"{""HasQuantity"": ""T4""}"
S0257897213007573-959	2	MeasuredProperty	T6	width	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0257897213007573-959	3	Quantity	T5	1.46 nm	"{""unit"": ""nm"", ""mods"": []}"
S0257897213007573-959	3	MeasuredEntity	T6	surface roughness	"{""HasQuantity"": ""T5""}"
S0257897213007573-959	3	MeasuredProperty	T7	RMS	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S0257897213007573-959	4	Quantity	T8	approximately 3 μm	"{""unit"": ""μm"", ""mods"": [""IsApproximate""]}"
S0257897213007573-959	4	MeasuredEntity	T9	carbon particles	"{""HasQuantity"": ""T8""}"
S0257897213007573-959	4	MeasuredProperty	T10	diameter	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
S0257897213007573-959	5	Quantity	T11	54.68 nm	"{""unit"": ""nm"", ""mods"": []}"
S0257897213007573-959	5	MeasuredEntity	T12	surface roughness	"{""HasQuantity"": ""T11""}"
S0257897213007573-959	5	MeasuredProperty	T13	RMS	"{""HasQuantity"": ""T11"", ""HasProperty"": ""T12""}"
