docId	annotSet	annotType	annotId	text	other
S2213158213000582-1309	1	Quantity	T1	500 ms	"{""unit"": ""ms"", ""mods"": [""IsRange""]}"
S2213158213000582-1309	1	MeasuredEntity	T2	S1 epochs	"{""HasQuantity"": ""T1""}"
S2213158213000582-1309	1	MeasuredProperty	T3	pre-stimulus	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S2213158213000582-1309	2	Quantity	T4	500 ms	"{""unit"": ""ms"", ""mods"": [""IsRange""]}"
S2213158213000582-1309	2	MeasuredEntity	T5	S1 epochs	"{""HasQuantity"": ""T4""}"
S2213158213000582-1309	2	MeasuredProperty	T6	post-stimulus	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S2213158213000582-1309	3	Quantity	T7	103 trials	"{""unit"": ""trials"", ""mods"": [""IsCount"", ""IsMean""]}"
S2213158213000582-1309	3	MeasuredEntity	T8	each subject	"{""HasQuantity"": ""T7""}"
S2213158213000582-1309	4	Quantity	T9	39	"{""unit"": null, ""mods"": [""IsCount""]}"
S2213158213000582-1309	4	MeasuredEntity	T10	group differences	"{""HasQuantity"": ""T9""}"
S2213158213000582-1309	5	Quantity	T11	0.30	"{""unit"": null, ""mods"": []}"
S2213158213000582-1309	5	MeasuredEntity	T12	t(39)	"{""HasQuantity"": ""T11""}"
S2213158213000582-1309	6	Quantity	T13	0.77	"{""unit"": null, ""mods"": []}"
S2213158213000582-1309	6	MeasuredEntity	T14	p	"{""HasQuantity"": ""T13""}"
