docId	annotSet	annotType	annotId	text	other
S0927775713009606-1074	1	Quantity	T1	> 10 nm	"{""unit"": ""nm""}"
S0927775713009606-1074	1	MeasuredEntity	T2	mesopore domains	"{""HasProperty"": ""T3""}"
S0927775713009606-1074	1	MeasuredProperty	T3	pore diameters	"{""HasQuantity"": ""T1""}"
S0927775713009606-1074	2	Quantity	T4	> 0.5 cm3 g−1	"{""unit"": ""cm³ g⁻¹""}"
S0927775713009606-1074	2	MeasuredEntity	T5	mesopore domains	"{""HasProperty"": ""T6""}"
S0927775713009606-1074	2	MeasuredProperty	T6	Vmeso	"{""HasQuantity"": ""T4""}"
S0927775713009606-1074	2	Qualifier	T7	interestingly effectively increasing with CdS loading	"{""Qualifies"": ""T4""}"
S0927775713009606-1074	3	Quantity	T8	>170 m2 g−1	"{""unit"": ""m² g⁻¹""}"
S0927775713009606-1074	3	MeasuredEntity	T9	powders	"{""HasProperty"": ""T10""}"
S0927775713009606-1074	3	MeasuredProperty	T10	SBET	"{""HasQuantity"": ""T8""}"
S0927775713009606-1074	3	Qualifier	T11	interestingly effectively increasing with CdS loading	"{""Qualifies"": ""T8""}"
S0927775713009606-1074	4	Quantity	T12	5–40 nm	"{""unit"": ""nm"", ""mods"": [""IsRange""]}"
S0927775713009606-1074	4	MeasuredEntity	T13	CdS nanoparticles	"{""HasProperty"": ""T14""}"
S0927775713009606-1074	4	MeasuredProperty	T14	size	"{""HasQuantity"": ""T12""}"
S0927775713009606-1074	4	Qualifier	T15	of a cubic crystalline structure	"{""Qualifies"": ""T12""}"
S0927775713009606-1074	4	Qualifier	T16	increasing in size with loading	"{""Qualifies"": ""T12""}"
S0927775713009606-1074	5	Quantity	T17	1 (w/w)	"{""unit"": ""w/w""}"
S0927775713009606-1074	5	MeasuredEntity	T18	CdS/starch	"{""HasProperty"": ""T19""}"
S0927775713009606-1074	5	MeasuredProperty	T19	ratio	"{""HasQuantity"": ""T17""}"
