docId	annotSet	annotType	annotId	text	other
S0012821X12004384-1148	1	Quantity	T1	∼56 Ma	"{""unit"": ""Ma"", ""mods"": [""IsApproximate""]}"
S0012821X12004384-1148	1	MeasuredEntity	T2	Paleocene–Eocene thermal maximum (PETM)	"{""HasQuantity"": ""T1""}"
S0012821X12004384-1148	1	MeasuredProperty	T3	age	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0012821X12004384-1148	2	Quantity	T4	54 °N	"{""unit"": ""°N""}"
S0012821X12004384-1148	2	MeasuredEntity	T5	northern rain belt	"{""HasQuantity"": ""T4""}"
S0012821X12004384-1148	2	MeasuredProperty	T6	paleolatitude	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0012821X12004384-1148	3	Quantity	T7	103 yrs	"{""unit"": ""yrs""}"
S0012821X12004384-1148	3	MeasuredEntity	T8	enhanced halocline stratification and terrigenous deposition	"{""HasQuantity"": ""T7""}"
S0012821X12004384-1148	3	MeasuredProperty	T9	time before CIE	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0012821X12004384-1148	3	Qualifier	T10	well before the CIE	"{""Qualifies"": ""T7""}"
