docId	annotSet	annotType	annotId	text	other
S016412121300188X-4640	1	Quantity	T1	52.1%	"{""unit"": ""%""}"
S016412121300188X-4640	1	MeasuredEntity	T2	program's vertices	"{""HasQuantity"": ""T1""}"
S016412121300188X-4640	2	Quantity	T3	54 functions	"{""unit"": ""functions"", ""mods"": [""IsCount""]}"
S016412121300188X-4640	2	MeasuredEntity	T4	functions	"{""HasQuantity"": ""T3""}"
S016412121300188X-4640	3	Quantity	T5	7 source files	"{""unit"": ""source files"", ""mods"": [""IsCount""]}"
S016412121300188X-4640	3	MeasuredEntity	T6	source files	"{""HasQuantity"": ""T5""}"
S016412121300188X-4640	4	Quantity	T7	26	"{""mods"": [""IsCount""]}"
S016412121300188X-4640	4	MeasuredEntity	T8	functions	"{""HasQuantity"": ""T7""}"
S016412121300188X-4640	4	Qualifier	T9	begin with the common prefix of “handle_token”	"{""Qualifies"": ""T8""}"
S016412121300188X-4640	4	Qualifier	T10	during the formatting process	"{""Qualifies"": ""T8""}"
