docId	annotSet	annotType	annotId	text	other
S0019103512001388-3081	1	Quantity	T1	0.64%	"{""unit"": ""%""}"
S0019103512001388-3081	1	MeasuredEntity	T2	BS1	"{""HasQuantity"": ""T1""}"
S0019103512001388-3081	1	MeasuredProperty	T3	fractional integrated differential brightness	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0019103512001388-3081	1	Qualifier	T4	in the H filter	"{""Qualifies"": ""T3""}"
S0019103512001388-3081	1	Qualifier	T5	in the discovery image	"{""Qualifies"": ""T1""}"
S0019103512001388-3081	1	Qualifier	T6	on 26 October 2011	"{""Qualifies"": ""T1""}"
S0019103512001388-3081	2	Quantity	T7	0.02%	"{""unit"": ""%""}"
S0019103512001388-3081	2	MeasuredEntity	T8	BS1	"{""HasQuantity"": ""T7""}"
S0019103512001388-3081	2	MeasuredProperty	T9	fractional integrated differential brightness	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0019103512001388-3081	2	Qualifier	T10	by December 16	"{""Qualifies"": ""T7""}"
