docId	annotSet	annotType	annotId	text	other
S0378383912000130-3601	1	Quantity	T1	1.5 mm	"{""unit"": ""mm""}"
S0378383912000130-3601	1	MeasuredEntity	T2	beach materials	"{""HasQuantity"": ""T1""}"
S0378383912000130-3601	1	MeasuredProperty	T3	sediment diameter	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0378383912000130-3601	1	Qualifier	T4	nominal	"{""Qualifies"": ""T3""}"
S0378383912000130-3601	2	Quantity	T5	8.5 mm	"{""unit"": ""mm""}"
S0378383912000130-3601	2	MeasuredEntity	T6	beach materials	"{""HasQuantity"": ""T5""}"
S0378383912000130-3601	2	MeasuredProperty	T7	sediment diameter	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S0378383912000130-3601	2	Qualifier	T8	nominal	"{""Qualifies"": ""T7""}"
S0378383912000130-3601	3	Quantity	T9	600 mm	"{""unit"": ""mm""}"
S0378383912000130-3601	3	MeasuredEntity	T10	water reservoir	"{""HasQuantity"": ""T9""}"
S0378383912000130-3601	3	MeasuredProperty	T11	water depth	"{""HasQuantity"": ""T9"", ""HasProperty"": ""T10""}"
S0378383912000130-3601	3	Qualifier	T12	initial	"{""Qualifies"": ""T11""}"
S0378383912000130-3601	4	Quantity	T13	62 mm	"{""unit"": ""mm""}"
S0378383912000130-3601	4	MeasuredEntity	T14	beach	"{""HasQuantity"": ""T13""}"
S0378383912000130-3601	4	MeasuredProperty	T15	water level	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0378383912000130-3601	4	Qualifier	T16	initial	"{""Qualifies"": ""T15""}"
S0378383912000130-3601	4	Qualifier	T17	in front of the beach	"{""Qualifies"": ""T15""}"
S0378383912000130-3601	5	Quantity	T18	62 mm	"{""unit"": ""mm""}"
S0378383912000130-3601	5	MeasuredEntity	T19	beach	"{""HasQuantity"": ""T18""}"
S0378383912000130-3601	5	MeasuredProperty	T20	groundwater level	"{""HasQuantity"": ""T18"", ""HasProperty"": ""T19""}"
S0378383912000130-3601	5	Qualifier	T21	corresponding	"{""Qualifies"": ""T20""}"
S0378383912000130-3601	5	Qualifier	T22	within the beach	"{""Qualifies"": ""T20""}"
S0378383912000130-3601	6	Quantity	T23	1:10	"{""mods"": [""IsCount""]}"
S0378383912000130-3601	6	MeasuredEntity	T24	beach	"{""HasQuantity"": ""T23""}"
S0378383912000130-3601	6	MeasuredProperty	T25	slope	"{""HasQuantity"": ""T23"", ""HasProperty"": ""T24""}"
S0378383912000130-3601	7	Quantity	T26	two	"{""mods"": [""IsCount""]}"
S0378383912000130-3601	7	MeasuredEntity	T27	beach materials	"{""HasQuantity"": ""T26""}"
