docId	annotSet	annotType	annotId	text	other
S0032063312003054-2264	1	Quantity	T1	∼400eV	"{""unit"": ""eV"", ""mods"": [""IsApproximate""]}"
S0032063312003054-2264	1	MeasuredProperty	T2	DEF	"{""HasQuantity"": ""T1""}"
S0032063312003054-2264	1	MeasuredEntity	T3	heavy-ions	"{""HasProperty"": ""T2""}"
S0032063312003054-2264	1	Qualifier	T4	very low	"{""Qualifies"": ""T2""}"
S0032063312003054-2264	2	Quantity	T5	∼10eV	"{""unit"": ""eV"", ""mods"": [""IsApproximate""]}"
S0032063312003054-2264	2	MeasuredProperty	T6	energies	"{""HasQuantity"": ""T5""}"
S0032063312003054-2264	2	MeasuredEntity	T7	heavy-ions	"{""HasProperty"": ""T6""}"
S0032063312003054-2264	2	Qualifier	T8	at the location of the accelerated electron signature	"{""Qualifies"": ""T5""}"
S0032063312003054-2264	3	Quantity	T9	around 100 km	"{""unit"": ""km"", ""mods"": [""IsApproximate""]}"
S0032063312003054-2264	3	MeasuredProperty	T10	gyroradius	"{""HasQuantity"": ""T9""}"
S0032063312003054-2264	3	MeasuredEntity	T11	heavy-ions	"{""HasProperty"": ""T10""}"
S0032063312003054-2264	3	Qualifier	T12	finite gyro-radius effect	"{""Qualifies"": ""T10""}"
S0032063312003054-2264	4	Quantity	T13	400 km	"{""unit"": ""km""}"
S0032063312003054-2264	4	MeasuredEntity	T14	closed crustal magnetic field line	"{""HasQuantity"": ""T13""}"
S0032063312003054-2264	4	Qualifier	T15	at 400 km	"{""Qualifies"": ""T14""}"
