docId	annotSet	annotType	annotId	text	other
S0006322312001096-1271	1	Quantity	T1	26,29,49	"{""mods"": [""IsList""]}"
S0006322312001096-1271	1	MeasuredEntity	T2	antidepressant medication use	"{""HasProperty"": ""T3""}"
S0006322312001096-1271	1	MeasuredProperty	T3	information on prescribed	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0006322312001096-1271	2	Quantity	T4	4,35–38,44	"{""mods"": [""IsList"", ""IsRange""]}"
S0006322312001096-1271	2	MeasuredEntity	T5	previous research	"{""HasProperty"": ""T6""}"
S0006322312001096-1271	2	MeasuredProperty	T6	associations	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0006322312001096-1271	3	Quantity	T7	274	"{""mods"": [""IsCount""]}"
S0006322312001096-1271	3	MeasuredEntity	T8	elderly participants	"{""HasQuantity"": ""T7""}"
S0006322312001096-1271	4	Quantity	T9	almost 90%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0006322312001096-1271	4	MeasuredEntity	T10	CES-D depressive symptoms	"{""HasProperty"": ""T11""}"
S0006322312001096-1271	4	MeasuredProperty	T11	sensitivity and specificity	"{""HasQuantity"": ""T9"", ""HasProperty"": ""T10""}"
S0006322312001096-1271	5	Quantity	T12	approximately 80%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0006322312001096-1271	5	MeasuredEntity	T13	GHQ symptoms	"{""HasProperty"": ""T14""}"
S0006322312001096-1271	5	MeasuredProperty	T14	sensitivity and specificity	"{""HasQuantity"": ""T12"", ""HasProperty"": ""T13""}"
