docId	annotSet	annotType	annotId	text	other
S1359645413009816-2973	1	Quantity	T1	(0.04–0.10)×10-10m	"{""unit"": ""10-10m"", ""mods"": [""IsRange""]}"
S1359645413009816-2973	1	MeasuredEntity	T2	Au	"{""HasQuantity"": ""T1""}"
S1359645413009816-2973	1	MeasuredProperty	T3	eGB	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1359645413009816-2973	1	Qualifier	T4	From high-resolution transmission electron microscopy	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	1	Qualifier	T5	Ref. [22]	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	2	Quantity	T1	0.12×10-10m	"{""unit"": ""10-10m""}"
S1359645413009816-2973	2	MeasuredEntity	T2	Au	"{""HasQuantity"": ""T1""}"
S1359645413009816-2973	2	MeasuredProperty	T3	eGB	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1359645413009816-2973	2	Qualifier	T4	From high-resolution transmission electron microscopy	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	2	Qualifier	T5	Ref. [23]	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	3	Quantity	T1	0.64×10-10m	"{""unit"": ""10-10m""}"
S1359645413009816-2973	3	MeasuredEntity	T2	Al tricrystal	"{""HasQuantity"": ""T1""}"
S1359645413009816-2973	3	MeasuredProperty	T3	eGB	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1359645413009816-2973	3	Qualifier	T4	From measurements of the grain boundary contact angle	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	3	Qualifier	T5	applying a thermodynamic model	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	3	Qualifier	T6	Ref. [24]	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	4	Quantity	T1	0.23×10-10m	"{""unit"": ""10-10m""}"
S1359645413009816-2973	4	MeasuredEntity	T2	nanocrystalline Pd	"{""HasQuantity"": ""T1""}"
S1359645413009816-2973	4	MeasuredProperty	T3	eGB	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1359645413009816-2973	4	Qualifier	T4	from density measurements	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	4	Qualifier	T5	Ref. [25]	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	5	Quantity	T1	0.19×10-10m	"{""unit"": ""10-10m""}"
S1359645413009816-2973	5	MeasuredEntity	T2	Fe	"{""HasQuantity"": ""T1""}"
S1359645413009816-2973	5	MeasuredProperty	T3	eGB	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1359645413009816-2973	5	Qualifier	T4	modeling of grain growth kinetics	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	5	Qualifier	T5	Ref. [26]	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	6	Quantity	T1	(0.28–0.42)×10-10m	"{""unit"": ""10-10m"", ""mods"": [""IsRange""]}"
S1359645413009816-2973	6	MeasuredEntity	T2	Ni	"{""HasQuantity"": ""T1""}"
S1359645413009816-2973	6	MeasuredProperty	T3	eGB	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1359645413009816-2973	6	Qualifier	T4	from molecular dynamics simulations	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	6	Qualifier	T5	random high-angle grain boundaries	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	6	Qualifier	T6	Ref. [30]	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	7	Quantity	T1	(0.39–0.41)×10-10m	"{""unit"": ""10-10m"", ""mods"": [""IsRange""]}"
S1359645413009816-2973	7	MeasuredEntity	T2	Σ5 grain boundaries	"{""HasQuantity"": ""T1""}"
S1359645413009816-2973	7	MeasuredProperty	T3	eGB	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1359645413009816-2973	7	Qualifier	T4	from molecular dynamics simulations	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	7	Qualifier	T5	at T = 1200 K	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	7	Qualifier	T6	Ref. [29]	"{""Qualifies"": ""T1""}"
S1359645413009816-2973	8	Quantity	T1	1200 K	"{""unit"": ""K""}"
