docId	annotSet	annotType	annotId	text	other
S0019103512003995-1237	1	Quantity	T1	1334.5 Å	"{""unit"": ""Å""}"
S0019103512003995-1237	1	MeasuredEntity	T2	C II line of HD209458	"{""HasQuantity"": ""T1""}"
S0019103512003995-1237	1	Qualifier	T3	fitted with a Voigt profile (see Table 1)	"{""Qualifies"": ""T1""}"
S0019103512003995-1237	1	Qualifier	T4	adjusted for absorption by the ISM (dotted line)	"{""Qualifies"": ""T1""}"
S0019103512003995-1237	2	Quantity	T5	2.23 × 10^19 m−2	"{""unit"": ""m−2""}"
S0019103512003995-1237	2	MeasuredEntity	T6	ground state C+ in the ISM	"{""HasQuantity"": ""T5""}"
S0019103512003995-1237	2	MeasuredProperty	T7	column density	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S0019103512003995-1237	3	Quantity	T8	−6.6 km s−1	"{""unit"": ""km s−1""}"
S0019103512003995-1237	3	MeasuredEntity	T9	ISM with respect to Earth	"{""HasQuantity"": ""T8""}"
S0019103512003995-1237	3	MeasuredProperty	T10	relative velocity	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
S0019103512003995-1237	4	Quantity	T11	12.3 km s−1	"{""unit"": ""km s−1""}"
S0019103512003995-1237	4	MeasuredEntity	T12	LOS to the star	"{""HasQuantity"": ""T11""}"
S0019103512003995-1237	4	MeasuredProperty	T13	effective thermal velocity	"{""HasQuantity"": ""T11"", ""HasProperty"": ""T12""}"
S0019103512003995-1237	5	Quantity	T14	1335.7 Å	"{""unit"": ""Å""}"
S0019103512003995-1237	5	MeasuredEntity	T15	C II line of HD209458	"{""HasQuantity"": ""T14""}"
S0019103512003995-1237	5	Qualifier	T16	absorption by the ISM was assumed to be negligible	"{""Qualifies"": ""T14""}"
S0019103512003995-1237	6	Quantity	T17	17,500	"{""mods"": [""IsCount""]}"
S0019103512003995-1237	6	MeasuredEntity	T18	spectral resolution	"{""HasQuantity"": ""T17""}"
