docId	annotSet	annotType	annotId	text	other
S0950705113001895-23699	1	Quantity	T1	10% to 100%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S0950705113001895-23699	1	MeasuredEntity	T2	number of the inserted objects and original data	"{""HasProperty"": ""T3""}"
S0950705113001895-23699	1	MeasuredProperty	T3	ratio	"{""HasQuantity"": ""T1""}"
S0950705113001895-23699	1	Qualifier	T4	according to Fig. 4(a)–(e)	"{""Qualifies"": ""T1""}"
S0950705113001895-23699	2	Quantity	T5	less than 85%	"{""unit"": ""%""}"
S0950705113001895-23699	2	MeasuredEntity	T6	number of the inserted objects and original data	"{""HasProperty"": ""T7""}"
S0950705113001895-23699	2	MeasuredProperty	T7	ratio	"{""HasQuantity"": ""T5""}"
S0950705113001895-23699	2	Qualifier	T8	in Fig. 4(f)	"{""Qualifies"": ""T5""}"
S0950705113001895-23699	3	Quantity	T9	more than 85%	"{""unit"": ""%""}"
S0950705113001895-23699	3	MeasuredEntity	T10	number of the inserted objects and original data	"{""HasProperty"": ""T11""}"
S0950705113001895-23699	3	MeasuredProperty	T11	ratio	"{""HasQuantity"": ""T9""}"
S0950705113001895-23699	3	Qualifier	T12	in Fig. 4(f)	"{""Qualifies"": ""T9""}"
