docId	annotSet	annotType	annotId	text	other
S0012821X13002185-994	1	Quantity	T1	∼33.7 Ma	"{""unit"": ""Ma"", ""mods"": [""IsApproximate""]}"
S0012821X13002185-994	1	MeasuredEntity	T2	Eocene–Oligocene Transition (Oi1)	"{""HasQuantity"": ""T1""}"
S0012821X13002185-994	1	MeasuredProperty	T3	age	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0012821X13002185-994	2	Quantity	T4	up to 40%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0012821X13002185-994	2	MeasuredEntity	T5	diatoms	"{""HasQuantity"": ""T4""}"
S0012821X13002185-994	2	MeasuredProperty	T6	percentage of primary production	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0012821X13002185-994	3	Quantity	T7	0.6‰	"{""unit"": ""‰""}"
S0012821X13002185-994	3	MeasuredEntity	T8	diatoms	"{""HasProperty"": ""T9""}"
S0012821X13002185-994	3	MeasuredProperty	T9	δ30Si	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0012821X13002185-994	3	Qualifier	T10	rise	"{""Qualifies"": ""T7""}"
S0012821X13002185-994	4	Quantity	T11	1.5‰	"{""unit"": ""‰""}"
S0012821X13002185-994	4	MeasuredEntity	T12	sponge	"{""HasProperty"": ""T13""}"
S0012821X13002185-994	4	MeasuredProperty	T13	δ30Si	"{""HasQuantity"": ""T11"", ""HasProperty"": ""T12""}"
S0012821X13002185-994	4	Qualifier	T14	decline	"{""Qualifies"": ""T11""}"
S0012821X13002185-994	5	Quantity	T15	∼31.5 Ma	"{""unit"": ""Ma"", ""mods"": [""IsApproximate""]}"
S0012821X13002185-994	5	MeasuredEntity	T16	intermediate depth silicic acid concentration	"{""HasQuantity"": ""T15""}"
S0012821X13002185-994	5	MeasuredProperty	T17	age	"{""HasQuantity"": ""T15"", ""HasProperty"": ""T16""}"
S0012821X13002185-994	5	Qualifier	T18	peaked	"{""Qualifies"": ""T15""}"
