docId	annotSet	annotType	annotId	text	other
S0019103513005058-4175	1	Quantity	T1	1.0–1.7 wt.% SO4	"{""unit"": ""wt.% SO4"", ""mods"": [""IsRange""]}"
S0019103513005058-4175	1	MeasuredEntity	T2	nominal range	"{""HasQuantity"": ""T1""}"
S0019103513005058-4175	1	MeasuredProperty	T3	SO4 concentration	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0019103513005058-4175	2	Quantity	T4	1.3 wt.% soluble sulfate	"{""unit"": ""wt.%""}"
S0019103513005058-4175	2	MeasuredEntity	T5	Phoenix landing site	"{""HasQuantity"": ""T4""}"
S0019103513005058-4175	2	MeasuredProperty	T6	soluble sulfate	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0019103513005058-4175	3	Quantity	T7	∼6.8 wt.% sulfur as SO3	"{""unit"": ""wt.%"", ""mods"": [""IsApproximate""]}"
S0019103513005058-4175	3	MeasuredEntity	T8	global soil	"{""HasQuantity"": ""T7""}"
S0019103513005058-4175	3	MeasuredProperty	T9	sulfur as SO3	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0019103513005058-4175	4	Quantity	T10	2.7 wt.% S	"{""unit"": ""wt.% S""}"
S0019103513005058-4175	4	MeasuredEntity	T11	global soil	"{""HasQuantity"": ""T10""}"
S0019103513005058-4175	4	MeasuredProperty	T12	S	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0019103513005058-4175	5	Quantity	T13	∼4.4 wt.%	"{""unit"": ""wt.%"", ""mods"": [""IsApproximate""]}"
S0019103513005058-4175	5	MeasuredEntity	T14	top few tens of centimeters of the soil	"{""HasQuantity"": ""T13""}"
S0019103513005058-4175	5	MeasuredProperty	T15	sulfur content	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0019103513005058-4175	5	Qualifier	T16	inferred from Gamma Ray Spectrometer measurements	"{""Qualifies"": ""T14""}"
S0019103513005058-4175	6	Quantity	T17	0.1%	"{""unit"": ""%""}"
S0019103513005058-4175	6	MeasuredEntity	T18	volcanic emission rate on Mars	"{""HasQuantity"": ""T17""}"
S0019103513005058-4175	6	MeasuredProperty	T19	terrestrial volcanic gas flux percentage	"{""HasQuantity"": ""T17"", ""HasProperty"": ""T18""}"
S0019103513005058-4175	6	Qualifier	T20	if soil salts derive from volcanic input	"{""Qualifies"": ""T18""}"
S0019103513005058-4175	7	Quantity	T21	1–2 Ga	"{""unit"": ""Ga"", ""mods"": [""IsRange""]}"
S0019103513005058-4175	7	MeasuredEntity	T22	Mars volcanic period	"{""HasQuantity"": ""T21""}"
S0019103513005058-4175	7	MeasuredProperty	T23	age	"{""HasQuantity"": ""T21"", ""HasProperty"": ""T22""}"
