docId	annotSet	annotType	annotId	text	other
S0168945213001805-5396	1	Quantity	T1	10-year-old	"{""mods"": [""IsCount""], ""unit"": ""years""}"
S0168945213001805-5396	1	MeasuredEntity	T2	Populus trees	"{""HasQuantity"": ""T1""}"
S0168945213001805-5396	1	MeasuredProperty	T3	volume	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0168945213001805-5396	2	Quantity	T4	three-year-old	"{""mods"": [""IsCount""], ""unit"": ""years""}"
S0168945213001805-5396	2	MeasuredEntity	T5	saplings	"{""HasQuantity"": ""T4""}"
S0168945213001805-5396	2	MeasuredProperty	T6	volumes	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0168945213001805-5396	3	Quantity	T7	>10-year-old	"{""mods"": [""IsCount"", ""IsRange""], ""unit"": ""years""}"
S0168945213001805-5396	3	MeasuredEntity	T8	trees	"{""HasQuantity"": ""T7""}"
S0168945213001805-5396	3	MeasuredProperty	T9	potential harvest indices	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0168945213001805-5396	4	Quantity	T10	19-year-old	"{""mods"": [""IsCount""], ""unit"": ""years""}"
S0168945213001805-5396	4	MeasuredEntity	T11	tissue cultures	"{""HasQuantity"": ""T10""}"
S0168945213001805-5396	5	Quantity	T12	18-year-old	"{""mods"": [""IsCount""], ""unit"": ""years""}"
S0168945213001805-5396	5	MeasuredEntity	T13	glasshouse-grown trees	"{""HasQuantity"": ""T12""}"
S0168945213001805-5396	6	Quantity	T14	40%	"{""mods"": [""IsApproximate""], ""unit"": ""percentage""}"
S0168945213001805-5396	6	MeasuredEntity	T15	Transgenic poplar (P. alba)	"{""HasQuantity"": ""T14""}"
S0168945213001805-5396	6	MeasuredProperty	T16	growth	"{""HasQuantity"": ""T14"", ""HasProperty"": ""T15""}"
S0168945213001805-5396	7	Quantity	T17	multiple locations	"{""mods"": [""IsList""], ""unit"": ""locations""}"
S0168945213001805-5396	7	MeasuredEntity	T18	transgenics	"{""HasQuantity"": ""T17""}"
S0168945213001805-5396	8	Quantity	T19	specific durations	"{""mods"": [""IsList""], ""unit"": ""durations""}"
S0168945213001805-5396	8	MeasuredEntity	T20	field trials	"{""HasQuantity"": ""T19""}"
