docId	annotSet	annotType	annotId	text	other
S0031405612000728-1639	1	Quantity	T1	month 7	"{""unit"": ""month"", ""mods"": [""IsCount""]}"
S0031405612000728-1639	1	MeasuredProperty	T2	aggregate stability	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	1	Qualifier	T3	in month 7	"{""Qualifies"": ""T2""}"
S0031405612000728-1639	2	Quantity	T1	month 7	"{""unit"": ""month"", ""mods"": [""IsCount""]}"
S0031405612000728-1639	2	MeasuredProperty	T2	repellency	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	2	Qualifier	T3	in month 7	"{""Qualifies"": ""T2""}"
S0031405612000728-1639	3	Quantity	T1	all 7 months	"{""unit"": ""months"", ""mods"": [""IsCount""]}"
S0031405612000728-1639	3	MeasuredEntity	T2	GLM regressions	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	3	Qualifier	T3	for all 7 months	"{""Qualifies"": ""T2""}"
S0031405612000728-1639	4	Quantity	T1	month 3	"{""unit"": ""month"", ""mods"": [""IsCount""]}"
S0031405612000728-1639	4	MeasuredProperty	T2	aggregate stability	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	4	Qualifier	T3	in month 3	"{""Qualifies"": ""T2""}"
S0031405612000728-1639	5	Quantity	T1	months 5 and 7	"{""unit"": ""months"", ""mods"": [""IsList""]}"
S0031405612000728-1639	5	MeasuredProperty	T2	repellency	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	5	Qualifier	T3	in months 5 and 7	"{""Qualifies"": ""T2""}"
S0031405612000728-1639	6	Quantity	T1	4 to 88 days	"{""unit"": ""days"", ""mods"": [""IsRange""]}"
S0031405612000728-1639	6	MeasuredEntity	T2	aggregate turnover rates	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	7	Quantity	T1	60 day	"{""unit"": ""days""}"
S0031405612000728-1639	7	MeasuredProperty	T2	aggregate stability	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	7	Qualifier	T3	over a 60 day period	"{""Qualifies"": ""T2""}"
S0031405612000728-1639	8	Quantity	T1	120 day	"{""unit"": ""days""}"
S0031405612000728-1639	8	MeasuredProperty	T2	aggregate water repellency	"{""HasQuantity"": ""T1""}"
S0031405612000728-1639	8	Qualifier	T3	over a 120 day period	"{""Qualifies"": ""T2""}"
