docId	annotSet	annotType	annotId	text	other
S175058361300203X-1483	1	Quantity	T1	33 m	"{""unit"": ""m""}"
S175058361300203X-1483	1	MeasuredEntity	T2	upper part (33 m) of the Stuttgart Formation	"{""HasProperty"": ""T3""}"
S175058361300203X-1483	1	MeasuredProperty	T3	thickness	"{""HasQuantity"": ""T1""}"
S175058361300203X-1483	2	Quantity	T4	20–25%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S175058361300203X-1483	2	MeasuredEntity	T5	channel sandstones	"{""HasProperty"": ""T6""}"
S175058361300203X-1483	2	MeasuredProperty	T6	effective porosities	"{""HasQuantity"": ""T4""}"
S175058361300203X-1483	3	Quantity	T7	two	"{""mods"": [""IsCount""]}"
S175058361300203X-1483	3	MeasuredEntity	T8	high porosity sandstone layers	"{""HasQuantity"": ""T7""}"
S175058361300203X-1483	4	Quantity	T9	decimeter range	"{""unit"": ""decimeter"", ""mods"": [""IsRange""]}"
S175058361300203X-1483	4	MeasuredEntity	T10	thin strongly cemented sandstone layer	"{""HasProperty"": ""T11""}"
S175058361300203X-1483	4	MeasuredProperty	T11	thickness	"{""HasQuantity"": ""T9""}"
