docId	annotSet	annotType	annotId	text	other
S0167577X14001256-517	1	Quantity	T1	0.5–0.6 nJ	"{""mods"": [""IsRange""], ""unit"": ""nJ""}"
S0167577X14001256-517	1	MeasuredEntity	T2	3DAP observation conditions	"{""HasProperty"": ""T3""}"
S0167577X14001256-517	1	MeasuredProperty	T3	laser energy	"{""HasQuantity"": ""T1""}"
S0167577X14001256-517	2	Quantity	T4	250 kHz	"{""unit"": ""kHz""}"
S0167577X14001256-517	2	MeasuredEntity	T5	3DAP observation conditions	"{""HasProperty"": ""T6""}"
S0167577X14001256-517	2	MeasuredProperty	T6	laser-pulse repetition rate	"{""HasQuantity"": ""T4""}"
S0167577X14001256-517	3	Quantity	T7	4–7 kV	"{""mods"": [""IsRange""], ""unit"": ""kV""}"
S0167577X14001256-517	3	MeasuredEntity	T8	3DAP observation conditions	"{""HasProperty"": ""T9""}"
S0167577X14001256-517	3	MeasuredProperty	T9	DC bias voltage	"{""HasQuantity"": ""T7""}"
S0167577X14001256-517	4	Quantity	T10	55 K	"{""unit"": ""K""}"
S0167577X14001256-517	4	MeasuredEntity	T11	3DAP observation conditions	"{""HasProperty"": ""T12""}"
S0167577X14001256-517	4	MeasuredProperty	T12	specimen temperature	"{""HasQuantity"": ""T10""}"
S0167577X14001256-517	5	Quantity	T13	0.4%	"{""unit"": ""%""}"
S0167577X14001256-517	5	MeasuredEntity	T14	3DAP observation conditions	"{""HasProperty"": ""T15""}"
S0167577X14001256-517	5	MeasuredProperty	T15	evaporation rate	"{""HasQuantity"": ""T13""}"
S0167577X14001256-517	6	Quantity	T16	2–4 kV	"{""mods"": [""IsRange""], ""unit"": ""kV""}"
S0167577X14001256-517	6	MeasuredEntity	T17	Ga+-irradiated regions by FIB around the top of the thinned tip	"{""HasProperty"": ""T18""}"
S0167577X14001256-517	6	MeasuredProperty	T18	DC voltage range	"{""HasQuantity"": ""T16""}"
