docId	annotSet	annotType	annotId	text	other
S0006322312001096-1248	1	Quantity	T1	2.30	"{""unit"": ""odds ratio""}"
S0006322312001096-1248	1	MeasuredEntity	T2	stroke risk score	"{""HasQuantity"": ""T1""}"
S0006322312001096-1248	1	MeasuredProperty	T3	odds ratio	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0006322312001096-1248	2	Quantity	T4	1.03–5.13	"{""mods"": [""IsRange""], ""unit"": ""CI""}"
S0006322312001096-1248	2	MeasuredEntity	T5	stroke risk score	"{""HasQuantity"": ""T4""}"
S0006322312001096-1248	2	MeasuredProperty	T6	95% CI	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0006322312001096-1248	3	Quantity	T7	95%	"{""unit"": ""%"", ""mods"": [""IsCount""]}"
S0006322312001096-1248	3	MeasuredEntity	T8	CI	"{""HasQuantity"": ""T7""}"
S0006322312001096-1248	4	Quantity	T9	65	"{""mods"": [""IsCount""]}"
S0006322312001096-1248	4	MeasuredEntity	T10	age	"{""HasQuantity"": ""T9""}"
S0006322312001096-1248	4	MeasuredProperty	T11	age	"{""HasQuantity"": ""T9"", ""HasProperty"": ""T10""}"
S0006322312001096-1248	4	Qualifier	T12	before	"{""Qualifies"": ""T9""}"
S0006322312001096-1248	4	Qualifier	T13	after	"{""Qualifies"": ""T9""}"
