docId	annotSet	annotType	annotId	text	other
S0378383911001669-1203	1	Quantity	T1	1.3 mm	"{""unit"": ""mm"", ""mods"": []}"
S0378383911001669-1203	1	MeasuredEntity	T2	sand-rough beach	"{""HasQuantity"": ""T1""}"
S0378383911001669-1203	1	Quantity	T3	0.072 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-1203	1	MeasuredEntity	T4	x	"{""HasQuantity"": ""T3""}"
S0378383911001669-1203	1	Quantity	T5	0.772 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-1203	1	MeasuredEntity	T6	x	"{""HasQuantity"": ""T5""}"
S0378383911001669-1203	1	Quantity	T7	1.567 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-1203	1	MeasuredEntity	T8	x	"{""HasQuantity"": ""T7""}"
S0378383911001669-1203	2	Quantity	T9	8.4 mm	"{""unit"": ""mm"", ""mods"": []}"
S0378383911001669-1203	2	MeasuredEntity	T10	gravel-rough beach	"{""HasQuantity"": ""T9""}"
