docId	annotSet	annotType	annotId	text	other
S0012821X12004384-952	1	Quantity	T1	<30%	"{""unit"": ""%""}"
S0012821X12004384-952	1	MeasuredEntity	T2	samples	"{""HasQuantity"": ""T1""}"
S0012821X12004384-952	1	MeasuredProperty	T3	wood/plant tissue	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0012821X12004384-952	1	Qualifier	T4	(determined from palynological residue of the sample)	"{""Qualifies"": ""T1""}"
S0012821X12004384-952	2	Quantity	T5	>30%	"{""unit"": ""%""}"
S0012821X12004384-952	2	MeasuredEntity	T6	samples	"{""HasQuantity"": ""T5""}"
S0012821X12004384-952	2	MeasuredProperty	T7	wood/plant tissue	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S0012821X12004384-952	3	Quantity	T8	2614.7 and 2619.6 m	"{""unit"": ""m"", ""mods"": [""IsList""]}"
S0012821X12004384-952	3	MeasuredEntity	T9	Values	"{""HasQuantity"": ""T8""}"
S0012821X12004384-952	3	MeasuredProperty	T10	depth	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
S0012821X12004384-952	3	Qualifier	T11	considered possible outliers based on statistical analysis of the palynological residues	"{""Qualifies"": ""T9""}"
