docId	annotSet	annotType	annotId	text	other
S2213671113001306-910	1	Quantity	T1	10,500×	"{""unit"": ""×""}"
S2213671113001306-910	1	MeasuredEntity	T2	Left images in (I) and (J)	"{""HasProperty"": ""T3""}"
S2213671113001306-910	1	MeasuredProperty	T3	magnification	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S2213671113001306-910	2	Quantity	T1	25,000×	"{""unit"": ""×""}"
S2213671113001306-910	2	MeasuredEntity	T2	right micrographs	"{""HasProperty"": ""T3""}"
S2213671113001306-910	2	MeasuredProperty	T3	magnification	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S2213671113001306-910	3	Quantity	T1	2 μm	"{""unit"": ""μm""}"
S2213671113001306-910	3	MeasuredEntity	T2	scale bars	"{""HasProperty"": ""T3""}"
S2213671113001306-910	3	MeasuredProperty	T3	distance	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S2213671113001306-910	4	Quantity	T1	0.2 μm	"{""unit"": ""μm""}"
S2213671113001306-910	4	MeasuredEntity	T2	scale bars	"{""HasProperty"": ""T3""}"
S2213671113001306-910	4	MeasuredProperty	T3	distance	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S2213671113001306-910	4	Qualifier	T4	inset	"{""Qualifies"": ""T1""}"
