docId	annotSet	annotType	annotId	text	other
S1550413113004920-1509	1	Quantity	T1	147 patients	"{""mods"": [""IsCount""], ""unit"": ""patients""}"
S1550413113004920-1509	1	MeasuredEntity	T2	patients	"{""HasQuantity"": ""T1""}"
S1550413113004920-1509	1	Qualifier	T3	parents of the proband were second cousins or more closely related	"{""Qualifies"": ""T2""}"
S1550413113004920-1509	2	Quantity	T4	6 months	"{""unit"": ""months""}"
S1550413113004920-1509	2	MeasuredEntity	T5	patients	"{""HasProperty"": ""T6""}"
S1550413113004920-1509	2	MeasuredProperty	T6	age	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S1550413113004920-1509	3	Quantity	T7	9 months	"{""unit"": ""months""}"
S1550413113004920-1509	3	MeasuredEntity	T8	patients	"{""HasProperty"": ""T9""}"
S1550413113004920-1509	3	MeasuredProperty	T9	age	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S1550413113004920-1509	3	Qualifier	T10	had any additional clinical features that made a diagnosis of type 1 diabetes less likely	"{""Qualifies"": ""T8""}"
