docId	annotSet	annotType	annotId	text	other
S0167278913001450-12425	1	Quantity	T1	100 m	"{""unit"": ""m""}"
S0167278913001450-12425	1	MeasuredEntity	T2	quadrupole flow	"{""HasQuantity"": ""T1""}"
S0167278913001450-12425	1	MeasuredProperty	T3	depth	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0167278913001450-12425	2	Quantity	T4	500 m	"{""unit"": ""m""}"
S0167278913001450-12425	2	MeasuredEntity	T5	quadrupole flow	"{""HasQuantity"": ""T4""}"
S0167278913001450-12425	2	MeasuredProperty	T6	depth	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0167278913001450-12425	3	Quantity	T7	1000 m	"{""unit"": ""m""}"
S0167278913001450-12425	3	MeasuredEntity	T8	quadrupole flow	"{""HasQuantity"": ""T7""}"
S0167278913001450-12425	3	MeasuredProperty	T9	depth	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0167278913001450-12425	4	Quantity	T10	1500 m	"{""unit"": ""m""}"
S0167278913001450-12425	4	MeasuredEntity	T11	quadrupole flow	"{""HasQuantity"": ""T10""}"
S0167278913001450-12425	4	MeasuredProperty	T12	depth	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
