docId	annotSet	annotType	annotId	text	other
S0927024813003036-2011	1	Quantity	T1	10 min	"{""unit"": ""min""}"
S0927024813003036-2011	1	MeasuredEntity	T2	pre-anneal	"{""HasQuantity"": ""T1""}"
S0927024813003036-2011	2	Quantity	T3	200 °C	"{""unit"": ""°C""}"
S0927024813003036-2011	2	MeasuredEntity	T4	pre-anneal	"{""HasQuantity"": ""T3""}"
S0927024813003036-2011	2	MeasuredProperty	T5	temperature	"{""HasQuantity"": ""T3"", ""HasProperty"": ""T4""}"
S0927024813003036-2011	3	Quantity	T6	∼50 close-up flashes	"{""unit"": ""close-up flashes"", ""mods"": [""IsApproximate"", ""IsCount""]}"
S0927024813003036-2011	3	MeasuredEntity	T7	close-up flashes	"{""HasQuantity"": ""T6""}"
S0927024813003036-2011	4	Quantity	T8	<20 ms	"{""unit"": ""ms""}"
S0927024813003036-2011	4	MeasuredEntity	T9	aggregated illumination time	"{""HasQuantity"": ""T8""}"
S0927024813003036-2011	5	Quantity	T10	more than 24 h	"{""unit"": ""h"", ""mods"": [""IsApproximate""]}"
S0927024813003036-2011	5	MeasuredEntity	T11	time	"{""HasQuantity"": ""T10""}"
S0927024813003036-2011	6	Quantity	T12	0.2p0	"{""unit"": ""p0""}"
S0927024813003036-2011	6	MeasuredEntity	T13	injection level	"{""HasQuantity"": ""T12""}"
S0927024813003036-2011	7	Quantity	T14	≤1.5×1012 cm−3	"{""unit"": ""cm−3""}"
S0927024813003036-2011	7	MeasuredEntity	T15	samples	"{""HasProperty"": ""T16""}"
S0927024813003036-2011	7	MeasuredProperty	T16	bulk iron concentration	"{""HasQuantity"": ""T14"", ""HasProperty"": ""T15""}"
