docId	annotSet	annotType	annotId	text	other
S0019103512003533-5300	1	Quantity	T1	80 mV m−1	"{""unit"": ""mV m−1""}"
S0019103512003533-5300	1	MeasuredEntity	T2	electric field strength	"{""HasQuantity"": ""T1""}"
S0019103512003533-5300	1	MeasuredProperty	T3	field strength	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0019103512003533-5300	2	Quantity	T4	0.2 to 1.2 mW m−2	"{""unit"": ""mW m−2"", ""mods"": [""IsRange""]}"
S0019103512003533-5300	2	MeasuredEntity	T5	energy flux	"{""HasQuantity"": ""T4""}"
S0019103512003533-5300	2	MeasuredProperty	T6	flux	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0019103512003533-5300	3	Quantity	T7	100 mV m−1	"{""unit"": ""mV m−1""}"
S0019103512003533-5300	3	MeasuredEntity	T8	electric field strength	"{""HasQuantity"": ""T7""}"
S0019103512003533-5300	3	MeasuredProperty	T9	field strength	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0019103512003533-5300	4	Quantity	T10	∼550 K to 850 K	"{""unit"": ""K"", ""mods"": [""IsRange"", ""IsApproximate""]}"
S0019103512003533-5300	4	MeasuredEntity	T11	temperature	"{""HasQuantity"": ""T10""}"
S0019103512003533-5300	4	MeasuredProperty	T12	temperature	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0019103512003533-5300	5	Quantity	T13	10 keV	"{""unit"": ""keV""}"
S0019103512003533-5300	5	MeasuredEntity	T14	energetic electron flux	"{""HasQuantity"": ""T13""}"
S0019103512003533-5300	5	MeasuredProperty	T15	flux	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0019103512003533-5300	6	Quantity	T16	500 eV	"{""unit"": ""eV""}"
S0019103512003533-5300	6	MeasuredEntity	T17	energy flux	"{""HasQuantity"": ""T16""}"
S0019103512003533-5300	6	MeasuredProperty	T18	flux	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
