docId	annotSet	annotType	annotId	text	other
S2213671113000738-738	1	Quantity	T1	6 months	"{""unit"": ""months""}"
S2213671113000738-738	1	MeasuredEntity	T2	immunosuppressive drugs	"{""HasQuantity"": ""T1""}"
S2213671113000738-738	1	MeasuredProperty	T3	withdrawal duration	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S2213671113000738-738	2	Quantity	T4	more than 50,000 TH+ cells	"{""unit"": ""cells"", ""mods"": [""IsCount""]}"
S2213671113000738-738	2	MeasuredEntity	T5	TH+ cells	"{""HasQuantity"": ""T4""}"
S2213671113000738-738	2	MeasuredProperty	T6	number survived	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S2213671113000738-738	2	Qualifier	T7	without HLA matching	"{""Qualifies"": ""T4""}"
S2213671113000738-738	3	Quantity	T8	1/10	"{""mods"": [""IsCount""]}"
S2213671113000738-738	3	MeasuredEntity	T9	MHC-I expression	"{""HasQuantity"": ""T8""}"
S2213671113000738-738	3	MeasuredProperty	T10	level	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
S2213671113000738-738	4	Quantity	T11	2 months	"{""unit"": ""months""}"
S2213671113000738-738	4	MeasuredEntity	T12	serum level of IFN-γ	"{""HasQuantity"": ""T11""}"
S2213671113000738-738	4	MeasuredProperty	T13	increase time	"{""HasQuantity"": ""T11"", ""HasProperty"": ""T12""}"
S2213671113000738-738	5	Quantity	T14	3.5–4 months	"{""unit"": ""months"", ""mods"": [""IsRange""]}"
S2213671113000738-738	5	MeasuredEntity	T15	CD45+ cells accumulation	"{""HasQuantity"": ""T14""}"
S2213671113000738-738	5	MeasuredProperty	T16	time after transplant	"{""HasQuantity"": ""T14"", ""HasProperty"": ""T15""}"
S2213671113000738-738	6	Quantity	T17	1/100	"{""mods"": [""IsCount""]}"
S2213671113000738-738	6	MeasuredEntity	T18	HLA-I expression	"{""HasQuantity"": ""T17""}"
S2213671113000738-738	6	MeasuredProperty	T19	level	"{""HasQuantity"": ""T17"", ""HasProperty"": ""T18""}"
