docId	annotSet	annotType	annotId	text	other
S0038071711004354-2578	1	Quantity	T1	30 cm	"{""unit"": ""cm"", ""mods"": []}"
S0038071711004354-2578	1	MeasuredEntity	T2	soil profile	"{""HasQuantity"": ""T1""}"
S0038071711004354-2578	1	MeasuredProperty	T3	top	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0038071711004354-2578	2	Quantity	T4	13C	"{""unit"": ""13C"", ""mods"": []}"
S0038071711004354-2578	2	MeasuredEntity	T5	sandy soil	"{""HasQuantity"": ""T4""}"
S0038071711004354-2578	2	MeasuredProperty	T6	δ13CRs	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0038071711004354-2578	3	Quantity	T7	three end-member model	"{""unit"": ""model"", ""mods"": [""IsCount""]}"
S0038071711004354-2578	3	MeasuredEntity	T8	study	"{""HasQuantity"": ""T7""}"
S0038071711004354-2578	3	MeasuredProperty	T9	application	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0038071711004354-2578	4	Quantity	T10	CO2 concentration	"{""unit"": ""CO2"", ""mods"": []}"
S0038071711004354-2578	4	MeasuredEntity	T11	soil	"{""HasQuantity"": ""T10""}"
S0038071711004354-2578	4	MeasuredProperty	T12	gradients	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0038071711004354-2578	5	Quantity	T13	13CO2 abundance	"{""unit"": ""13CO2"", ""mods"": []}"
S0038071711004354-2578	5	MeasuredEntity	T14	soil	"{""HasQuantity"": ""T13""}"
S0038071711004354-2578	5	MeasuredProperty	T15	gradients	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0038071711004354-2578	6	Quantity	T16	soil CO2	"{""unit"": ""CO2"", ""mods"": []}"
S0038071711004354-2578	6	MeasuredEntity	T17	soil	"{""HasQuantity"": ""T16""}"
S0038071711004354-2578	6	MeasuredProperty	T18	profiles	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
S0038071711004354-2578	7	Quantity	T19	δ13C profiles	"{""unit"": ""δ13C"", ""mods"": []}"
S0038071711004354-2578	7	MeasuredEntity	T20	soil	"{""HasQuantity"": ""T19""}"
S0038071711004354-2578	7	MeasuredProperty	T21	profiles	"{""HasQuantity"": ""T19"", ""HasProperty"": ""T20""}"
S0038071711004354-2578	8	Quantity	T22	CO2 production	"{""unit"": ""CO2"", ""mods"": []}"
S0038071711004354-2578	8	MeasuredEntity	T23	soil efflux	"{""HasQuantity"": ""T22""}"
S0038071711004354-2578	8	MeasuredProperty	T24	partitioning	"{""HasQuantity"": ""T22"", ""HasProperty"": ""T23""}"
S0038071711004354-2578	9	Quantity	T25	13C discrimination	"{""unit"": ""13C"", ""mods"": []}"
S0038071711004354-2578	9	MeasuredEntity	T26	respiratory components	"{""HasQuantity"": ""T25""}"
S0038071711004354-2578	9	MeasuredProperty	T27	partitioning	"{""HasQuantity"": ""T25"", ""HasProperty"": ""T26""}"
S0038071711004354-2578	10	Quantity	T28	mass-specific rate of CO2 production	"{""unit"": ""CO2"", ""mods"": []}"
S0038071711004354-2578	10	MeasuredEntity	T29	soil efflux	"{""HasQuantity"": ""T28""}"
S0038071711004354-2578	10	MeasuredProperty	T30	partitioning	"{""HasQuantity"": ""T28"", ""HasProperty"": ""T29""}"
