docId	annotSet	annotType	annotId	text	other
S0025322712001600-2584	1	Quantity	T1	smectite/(chlorite + illite)	"{""mods"": [""IsRatio""]}"
S0025322712001600-2584	1	Quantity	T2	smectite/kaolinite	"{""mods"": [""IsRatio""]}"
S0025322712001600-2584	1	Quantity	T3	kaolinite/illite	"{""mods"": [""IsRatio""]}"
S0025322712001600-2584	1	MeasuredEntity	T4	dust samples	"{""HasQuantity"": ""T1"", ""HasQuantity"": ""T2"", ""HasQuantity"": ""T3""}"
S0025322712001600-2584	1	MeasuredProperty	T5	clay mineralogy	"{""HasProperty"": ""T4""}"
S0025322712001600-2584	2	Quantity	T6	εNd	"{""mods"": [""IsIsotope""]}"
S0025322712001600-2584	2	MeasuredEntity	T7	sediments	"{""HasQuantity"": ""T6""}"
S0025322712001600-2584	2	MeasuredProperty	T8	neodymium isotope characteristics	"{""HasQuantity"": ""T6"", ""HasProperty"": ""T7""}"
S0025322712001600-2584	3	Quantity	T9	less negative εNd	"{""mods"": [""IsIsotope""]}"
S0025322712001600-2584	3	Quantity	T10	more negative εNd	"{""mods"": [""IsIsotope""]}"
S0025322712001600-2584	3	MeasuredEntity	T11	offshore cores	"{""HasQuantity"": ""T9"", ""HasQuantity"": ""T10""}"
S0025322712001600-2584	3	MeasuredProperty	T12	smectite/(chlorite + illite) ratios	"{""HasQuantity"": ""T9"", ""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0025322712001600-2584	4	Quantity	T13	kaolinite/illite ratio	"{""mods"": [""IsRatio""]}"
S0025322712001600-2584	4	MeasuredEntity	T14	onshore and offshore	"{""HasQuantity"": ""T13""}"
S0025322712001600-2584	4	MeasuredProperty	T15	εNd values	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
