docId	annotSet	annotType	annotId	text	other
S0960148113004989-3327	1	Quantity	T1	22%	"{""unit"": ""%""}"
S0960148113004989-3327	1	MeasuredEntity	T2	averaged power extracted during one cycle	"{""HasQuantity"": ""T1""}"
S0960148113004989-3327	1	MeasuredProperty	T3	increase	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0960148113004989-3327	1	Qualifier	T4	Fig. 10e	"{""Qualifies"": ""T1""}"
S0960148113004989-3327	2	Quantity	T5	48.4 MW	"{""unit"": ""MW""}"
S0960148113004989-3327	2	MeasuredEntity	T6	averaged power extracted during one cycle	"{""HasQuantity"": ""T5""}"
S0960148113004989-3327	2	MeasuredProperty	T7	power	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S0960148113004989-3327	2	Qualifier	T8	Fig. 10e	"{""Qualifies"": ""T5""}"
S0960148113004989-3327	3	Quantity	T9	59.0 MW	"{""unit"": ""MW""}"
S0960148113004989-3327	3	MeasuredEntity	T10	averaged power extracted during one cycle	"{""HasQuantity"": ""T9""}"
S0960148113004989-3327	3	MeasuredProperty	T11	power	"{""HasQuantity"": ""T9"", ""HasProperty"": ""T10""}"
S0960148113004989-3327	3	Qualifier	T12	Fig. 10e	"{""Qualifies"": ""T9""}"
S0960148113004989-3327	4	Quantity	T13	one	"{""mods"": [""IsCount""]}"
S0960148113004989-3327	4	MeasuredEntity	T14	cycle	"{""HasQuantity"": ""T13""}"
S0960148113004989-3327	5	Quantity	T15	one	"{""mods"": [""IsCount""]}"
S0960148113004989-3327	5	MeasuredEntity	T16	full period	"{""HasQuantity"": ""T15""}"
S0960148113004989-3327	6	Quantity	T17	two	"{""mods"": [""IsCount""]}"
S0960148113004989-3327	6	MeasuredEntity	T18	distorted ∨ shapes	"{""HasQuantity"": ""T17""}"
S0960148113004989-3327	7	Qualifier	T20	shown in Fig. 10b	"{""Qualifies"": ""T19""}"
