docId	annotSet	annotType	annotId	text	other
S0019103513005058-3917	1	Quantity	T1	0.02 cm s−1	"{""unit"": ""cm s−1"", ""si"": ""m/s""}"
S0019103513005058-3917	1	MeasuredEntity	T2	all species	"{""HasQuantity"": ""T1""}"
S0019103513005058-3917	1	MeasuredProperty	T3	deposition velocity	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0019103513005058-3917	1	Qualifier	T4	Following Zahnle et al. (2008)	"{""Qualifies"": ""T1""}"
S0019103513005058-3917	1	Qualifier	T5	in the absence of rain	"{""Qualifies"": ""T3""}"
S0019103513005058-3917	2	Quantity	T6	zero	"{""mods"": [""IsCount""]}"
S0019103513005058-3917	2	MeasuredEntity	T7	O2	"{""HasQuantity"": ""T6""}"
S0019103513005058-3917	2	MeasuredEntity	T8	H2	"{""HasQuantity"": ""T6""}"
S0019103513005058-3917	2	MeasuredEntity	T9	CO	"{""HasQuantity"": ""T6""}"
S0019103513005058-3917	2	MeasuredProperty	T10	deposition velocity	"{""HasQuantity"": ""T6"", ""HasProperty"": ""T7""}"
S0019103513005058-3917	2	MeasuredProperty	T11	deposition velocity	"{""HasQuantity"": ""T6"", ""HasProperty"": ""T8""}"
S0019103513005058-3917	2	MeasuredProperty	T12	deposition velocity	"{""HasQuantity"": ""T6"", ""HasProperty"": ""T9""}"
S0019103513005058-3917	2	Qualifier	T13	following Zahnle et al., 2008	"{""Qualifies"": ""T6""}"
S0019103513005058-3917	3	Quantity	T14	zero	"{""mods"": [""IsCount""]}"
S0019103513005058-3917	3	MeasuredEntity	T15	NO3	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T16	N2O5	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T17	N2O	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T18	CH3O	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T19	CH3ONO	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T20	CH3ONO2	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T21	CH2ONO2	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T22	CH3O2	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T23	CH3OH	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T24	CH2OOH	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T25	Cl2	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T26	CH2OH	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T27	CH2O2	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T28	OClO	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T29	ClOO	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T30	ClONO	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T31	ClNO	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T32	ClNO2	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T33	CH3OCl	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T34	Cl2O2	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T35	Cl2O	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T36	ClO3	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredEntity	T37	Cl2O4	"{""HasQuantity"": ""T14""}"
S0019103513005058-3917	3	MeasuredProperty	T38	deposition velocity	"{""HasQuantity"": ""T14"", ""HasProperty"": ""T15""}"
S0019103513005058-3917	3	Qualifier	T39	in Catling et al. (2010)	"{""Qualifies"": ""T14""}"
