docId	annotSet	annotType	annotId	text	other
S1750583613004192-1126	1	Quantity	T1	1 km	"{""unit"": ""km""}"
S1750583613004192-1126	1	MeasuredEntity	T2	surface	"{""HasQuantity"": ""T1""}"
S1750583613004192-1126	1	Qualifier	T3	below the surface	"{""Qualifies"": ""T2""}"
S1750583613004192-1126	2	Quantity	T4	200 km	"{""unit"": ""km""}"
S1750583613004192-1126	2	MeasuredEntity	T5	coast	"{""HasQuantity"": ""T4""}"
S1750583613004192-1126	2	Qualifier	T6	from the coast	"{""Qualifies"": ""T5""}"
S1750583613004192-1126	3	Quantity	T7	1 Mt/yr	"{""unit"": ""Mt/yr""}"
S1750583613004192-1126	3	MeasuredEntity	T8	CO2	"{""HasQuantity"": ""T7""}"
S1750583613004192-1126	3	Qualifier	T9	captured	"{""Qualifies"": ""T8""}"
S1750583613004192-1126	4	Quantity	T10	three years	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S1750583613004192-1126	4	MeasuredEntity	T11	buoyant CO2 plume	"{""HasQuantity"": ""T10""}"
S1750583613004192-1126	4	Qualifier	T12	to reach the top seal in less than	"{""Qualifies"": ""T10""}"
S1750583613004192-1126	5	Quantity	T13	eight seismic surveys	"{""mods"": [""IsCount""]}"
S1750583613004192-1126	5	MeasuredEntity	T14	plume's progress	"{""HasQuantity"": ""T13""}"
S1750583613004192-1126	6	Quantity	T15	nine thin CO2 layers	"{""mods"": [""IsCount""]}"
S1750583613004192-1126	6	MeasuredEntity	T16	spreading	"{""HasQuantity"": ""T15""}"
S1750583613004192-1126	7	Quantity	T17	1 km of ice	"{""unit"": ""km""}"
S1750583613004192-1126	7	MeasuredEntity	T18	ice sheets	"{""HasQuantity"": ""T17""}"
S1750583613004192-1126	7	Qualifier	T19	unloaded approximately	"{""Qualifies"": ""T17""}"
