docId	annotSet	annotType	annotId	text	other
S0006322312001096-1221	1	Quantity	T1	95%	"{""unit"": ""%""}"
S0006322312001096-1221	1	MeasuredProperty	T2	confidence intervals	"{""HasQuantity"": ""T1""}"
S0006322312001096-1221	1	MeasuredEntity	T3	risk score	"{""HasProperty"": ""T2""}"
S0006322312001096-1221	1	Qualifier	T4	per 10% absolute increase in risk score	"{""Qualifies"": ""T2""}"
S0006322312001096-1221	2	Quantity	T5	10%	"{""unit"": ""%""}"
S0006322312001096-1221	2	MeasuredProperty	T6	absolute increase	"{""HasQuantity"": ""T5""}"
S0006322312001096-1221	2	MeasuredEntity	T7	risk score	"{""HasProperty"": ""T6""}"
S0006322312001096-1221	3	Quantity	T8	90%	"{""unit"": ""%""}"
S0006322312001096-1221	3	MeasuredProperty	T9	power	"{""HasQuantity"": ""T8""}"
S0006322312001096-1221	3	MeasuredEntity	T10	sample	"{""HasProperty"": ""T9""}"
S0006322312001096-1221	4	Quantity	T11	0.05	"{""mods"": [""IsCount""]}"
S0006322312001096-1221	4	MeasuredProperty	T12	significance level	"{""HasQuantity"": ""T11""}"
S0006322312001096-1221	4	MeasuredEntity	T13	analysis	"{""HasProperty"": ""T12""}"
S0006322312001096-1221	5	Quantity	T14	1.14	"{""mods"": [""IsCount""]}"
S0006322312001096-1221	5	MeasuredProperty	T15	odds ratio	"{""HasQuantity"": ""T14""}"
S0006322312001096-1221	5	MeasuredEntity	T16	Framingham CVD risk score	"{""HasProperty"": ""T15""}"
S0006322312001096-1221	5	Qualifier	T17	a 10% increase	"{""Qualifies"": ""T15""}"
S0006322312001096-1221	6	Quantity	T18	10%	"{""unit"": ""%""}"
S0006322312001096-1221	6	MeasuredProperty	T19	increase	"{""HasQuantity"": ""T18""}"
S0006322312001096-1221	6	MeasuredEntity	T20	Framingham CVD risk score	"{""HasProperty"": ""T19""}"
S0006322312001096-1221	7	Quantity	T21	1.40	"{""mods"": [""IsCount""]}"
S0006322312001096-1221	7	MeasuredProperty	T22	odds ratio	"{""HasQuantity"": ""T21""}"
S0006322312001096-1221	7	MeasuredEntity	T23	CES-D	"{""HasProperty"": ""T22""}"
S0006322312001096-1221	8	Quantity	T24	1.24	"{""mods"": [""IsCount""]}"
S0006322312001096-1221	8	MeasuredProperty	T25	odds ratio	"{""HasQuantity"": ""T24""}"
S0006322312001096-1221	8	MeasuredEntity	T26	antidepressant medication	"{""HasProperty"": ""T25""}"
S0006322312001096-1221	9	Qualifier	T27	Crude	"{""Qualifies"": ""T2""}"
S0006322312001096-1221	9	Qualifier	T28	age- and sex-adjusted	"{""Qualifies"": ""T2""}"
S0006322312001096-1221	9	Qualifier	T29	multivariably adjusted	"{""Qualifies"": ""T2""}"
S0006322312001096-1221	10	Qualifier	T30	Crude	"{""Qualifies"": ""T15""}"
S0006322312001096-1221	10	Qualifier	T31	age- and sex-adjusted	"{""Qualifies"": ""T15""}"
S0006322312001096-1221	10	Qualifier	T32	multivariably adjusted	"{""Qualifies"": ""T15""}"
