docId	annotSet	annotType	annotId	text	other
S0019103512004009-2821	1	Quantity	T1	1 μbar	"{""unit"": ""μbar""}"
S0019103512004009-2821	1	MeasuredEntity	T2	level	"{""HasQuantity"": ""T1""}"
S0019103512004009-2821	1	MeasuredProperty	T3	pressure	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0019103512004009-2821	2	Quantity	T4	3Rp	"{""unit"": ""Rp""}"
S0019103512004009-2821	3	Quantity	T5	8000 K	"{""unit"": ""K"", ""mods"": [""IsMean""]}"
S0019103512004009-2821	3	MeasuredProperty	T6	temperature	"{""HasQuantity"": ""T5""}"
S0019103512004009-2821	3	MeasuredEntity	T7	upper atmosphere	"{""HasProperty"": ""T6""}"
S0019103512004009-2821	3	Qualifier	T8	upper limit	"{""Qualifies"": ""T5""}"
S0019103512004009-2821	4	Quantity	T9	7000 K	"{""unit"": ""K"", ""mods"": [""IsMean""]}"
S0019103512004009-2821	4	MeasuredProperty	T10	temperature	"{""HasQuantity"": ""T9""}"
S0019103512004009-2821	4	MeasuredEntity	T11	upper atmosphere	"{""HasProperty"": ""T10""}"
S0019103512004009-2821	4	Qualifier	T12	typical value	"{""Qualifies"": ""T9""}"
S0019103512004009-2821	5	Quantity	T13	0.047 AU	"{""unit"": ""AU""}"
S0019103512004009-2821	5	MeasuredProperty	T14	solar XUV flux	"{""HasQuantity"": ""T13""}"
S0019103512004009-2821	5	MeasuredEntity	T15	star	"{""HasProperty"": ""T14""}"
S0019103512004009-2821	5	Qualifier	T16	average	"{""Qualifies"": ""T14""}"
