docId	annotSet	annotType	annotId	text	other
S0378383911001669-2260	1	Quantity	T1	1.3 mm	"{""unit"": ""mm"", ""mods"": []}"
S0378383911001669-2260	1	MeasuredEntity	T2	beach	"{""HasQuantity"": ""T1""}"
S0378383911001669-2260	1	MeasuredProperty	T3	equivalent roughness	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0378383911001669-2260	2	Quantity	T4	8.4 mm	"{""unit"": ""mm"", ""mods"": []}"
S0378383911001669-2260	2	MeasuredEntity	T5	beach	"{""HasQuantity"": ""T4""}"
S0378383911001669-2260	2	MeasuredProperty	T6	equivalent roughness	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0378383911001669-2260	3	Quantity	T7	approximately 50%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0378383911001669-2260	3	MeasuredEntity	T8	friction factors	"{""HasQuantity"": ""T7""}"
S0378383911001669-2260	4	Quantity	T9	0.072 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-2260	4	MeasuredEntity	T10	boundary layer	"{""HasQuantity"": ""T9""}"
S0378383911001669-2260	4	MeasuredProperty	T11	location (x)	"{""HasQuantity"": ""T9"", ""HasProperty"": ""T10""}"
S0378383911001669-2260	5	Quantity	T12	2.377 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-2260	5	MeasuredEntity	T13	boundary layer	"{""HasQuantity"": ""T12""}"
S0378383911001669-2260	5	MeasuredProperty	T14	location (x)	"{""HasQuantity"": ""T12"", ""HasProperty"": ""T13""}"
S0378383911001669-2260	6	Qualifier	T15	assuming steady and uniform flow	"{""Qualifies"": ""T8""}"
S0378383911001669-2260	7	Qualifier	T16	during the uprush	"{""Qualifies"": ""T10""}"
S0378383911001669-2260	8	Qualifier	T17	during the early stage of the backwash	"{""Qualifies"": ""T8""}"
S0378383911001669-2260	9	Qualifier	T18	throughout the whole swash cycle	"{""Qualifies"": ""T8""}"
