docId	annotSet	annotType	annotId	text	other
S1873506113001116-710	1	Quantity	T1	48 h	"{""unit"": ""h""}"
S1873506113001116-710	1	MeasuredEntity	T2	aggregates	"{""HasQuantity"": ""T1""}"
S1873506113001116-710	1	MeasuredProperty	T3	time	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1873506113001116-710	2	Quantity	T4	13 passages	"{""unit"": ""passages"", ""mods"": [""IsCount""]}"
S1873506113001116-710	2	MeasuredEntity	T5	BC1 cells	"{""HasQuantity"": ""T4""}"
S1873506113001116-710	2	MeasuredProperty	T6	passages	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S1873506113001116-710	3	Quantity	T7	45 days	"{""unit"": ""days""}"
S1873506113001116-710	3	MeasuredEntity	T8	BC1 cells	"{""HasQuantity"": ""T7""}"
S1873506113001116-710	3	MeasuredProperty	T9	duration	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S1873506113001116-710	4	Quantity	T10	n = 3	"{""mods"": [""IsCount""]}"
S1873506113001116-710	4	MeasuredEntity	T11	BC1 cells	"{""HasQuantity"": ""T10""}"
S1873506113001116-710	4	MeasuredProperty	T12	sample size	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S1873506113001116-710	5	Quantity	T13	n = 3	"{""mods"": [""IsCount""]}"
S1873506113001116-710	5	MeasuredEntity	T14	hiPSCs	"{""HasQuantity"": ""T13""}"
S1873506113001116-710	5	MeasuredProperty	T15	sample size	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S1873506113001116-710	6	Quantity	T16	day 14	"{""mods"": [""IsCount""]}"
S1873506113001116-710	6	MeasuredEntity	T17	spin-EB	"{""HasQuantity"": ""T16""}"
S1873506113001116-710	6	MeasuredProperty	T18	day	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
S1873506113001116-710	7	Quantity	T19	n = 2	"{""mods"": [""IsCount""]}"
S1873506113001116-710	7	MeasuredEntity	T20	spin EBs	"{""HasQuantity"": ""T19""}"
S1873506113001116-710	7	MeasuredProperty	T21	sample size	"{""HasQuantity"": ""T19"", ""HasProperty"": ""T20""}"
S1873506113001116-710	8	Quantity	T22	200 μm	"{""unit"": ""μm""}"
S1873506113001116-710	8	MeasuredEntity	T23	scale bars	"{""HasQuantity"": ""T22""}"
S1873506113001116-710	8	MeasuredProperty	T24	length	"{""HasQuantity"": ""T22"", ""HasProperty"": ""T23""}"
