docId	annotSet	annotType	annotId	text	other
S2211124712002884-1110	1	Quantity	T1	5–6 days	"{""unit"": ""days"", ""mods"": [""IsRange""]}"
S2211124712002884-1110	1	MeasuredEntity	T2	embryoid bodies (EBs)	"{""HasQuantity"": ""T1""}"
S2211124712002884-1110	1	Qualifier	T3	in suspension	"{""Qualifies"": ""T1""}"
S2211124712002884-1110	1	Qualifier	T4	in iPSC medium without basic fibroblast growth factor	"{""Qualifies"": ""T1""}"
S2211124712002884-1110	2	Quantity	T1	Ten-day-old	"{""unit"": ""day""}"
S2211124712002884-1110	2	MeasuredEntity	T2	rosettes	"{""HasQuantity"": ""T1""}"
S2211124712002884-1110	3	Quantity	T1	3–4 weeks	"{""unit"": ""weeks"", ""mods"": [""IsRange""]}"
S2211124712002884-1110	3	MeasuredEntity	T2	neurospheres	"{""HasQuantity"": ""T1""}"
S2211124712002884-1110	4	Quantity	T1	0.1 mg/ml	"{""unit"": ""mg/ml""}"
S2211124712002884-1110	4	MeasuredEntity	T2	poly-D-lysine	"{""HasQuantity"": ""T1""}"
S2211124712002884-1110	5	Quantity	T1	10 μg/m	"{""unit"": ""μg/m""}"
S2211124712002884-1110	5	MeasuredEntity	T2	laminin	"{""HasQuantity"": ""T1""}"
S2211124712002884-1110	6	Quantity	T1	2-4 weeks	"{""unit"": ""weeks"", ""mods"": [""IsRange""]}"
S2211124712002884-1110	6	MeasuredEntity	T2	neurons	"{""HasQuantity"": ""T1""}"
S2211124712002884-1110	6	Qualifier	T3	in culture	"{""Qualifies"": ""T1""}"
