docId	annotSet	annotType	annotId	text	other
S0167610512002292-3187	1	Quantity	T1	7	"{""mods"": [""IsCount""]}"
S0167610512002292-3187	1	MeasuredEntity	T2	initial orientations	"{""HasQuantity"": ""T1""}"
S0167610512002292-3187	2	Quantity	T3	4	"{""mods"": [""IsCount""]}"
S0167610512002292-3187	2	MeasuredEntity	T4	case	"{""HasQuantity"": ""T3""}"
S0167610512002292-3187	3	Quantity	T5	0.563 m	"{""unit"": ""m""}"
S0167610512002292-3187	3	MeasuredEntity	T6	square plate	"{""HasQuantity"": ""T5""}"
S0167610512002292-3187	4	Quantity	T7	0.025 m	"{""unit"": ""m""}"
S0167610512002292-3187	4	MeasuredEntity	T8	plate	"{""HasQuantity"": ""T7""}"
S0167610512002292-3187	4	MeasuredProperty	T9	thickness	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0167610512002292-3187	5	Quantity	T10	1	"{""mods"": [""IsCount""]}"
S0167610512002292-3187	5	MeasuredEntity	T11	cases	"{""HasQuantity"": ""T10""}"
S0167610512002292-3187	6	Quantity	T11	5	"{""mods"": [""IsCount""]}"
S0167610512002292-3187	6	MeasuredEntity	T12	case	"{""HasQuantity"": ""T11""}"
S0167610512002292-3187	7	Qualifier	T14	considerably lower	"{""Qualifies"": ""T13""}"
S0167610512002292-3187	8	Qualifier	T16	higher	"{""Qualifies"": ""T15""}"
