docId	annotSet	annotType	annotId	text	other
S0925443913001385-1319	1	Quantity	T1	five	"{""mods"": [""IsCount""]}"
S0925443913001385-1319	1	MeasuredEntity	T2	enzyme complexes	"{""HasQuantity"": ""T1""}"
S0925443913001385-1319	2	Quantity	T3	approximately 80 proteins	"{""mods"": [""IsApproximate""], ""unit"": ""proteins""}"
S0925443913001385-1319	2	MeasuredEntity	T4	OXPHOS	"{""HasQuantity"": ""T3""}"
S0925443913001385-1319	3	Quantity	T5	13	"{""mods"": [""IsCount""]}"
S0925443913001385-1319	3	MeasuredEntity	T6	mitochondrial genome (mtDNA)	"{""HasQuantity"": ""T5""}"
S0925443913001385-1319	4	Quantity	T7	over a hundred proteins	"{""mods"": [""IsApproximate""], ""unit"": ""proteins""}"
S0925443913001385-1319	4	MeasuredEntity	T8	translation machinery in mitochondria	"{""HasQuantity"": ""T7""}"
S0925443913001385-1319	5	Quantity	T9	~ 2 megadalton	"{""mods"": [""IsApproximate""], ""unit"": ""megadalton""}"
S0925443913001385-1319	5	MeasuredEntity	T10	mammalian mitoribosome (55S)	"{""HasQuantity"": ""T9""}"
S0925443913001385-1319	6	Quantity	T11	approximately 80 components	"{""mods"": [""IsApproximate""], ""unit"": ""components""}"
S0925443913001385-1319	6	MeasuredEntity	T12	mitoribosome	"{""HasQuantity"": ""T11""}"
S0925443913001385-1319	7	Quantity	T13	~ 70% rRNA	"{""mods"": [""IsApproximate""], ""unit"": ""rRNA""}"
S0925443913001385-1319	7	MeasuredEntity	T14	70S and 80S particles	"{""HasQuantity"": ""T13""}"
S0925443913001385-1319	8	Quantity	T15	~ 70% protein	"{""mods"": [""IsApproximate""], ""unit"": ""protein""}"
S0925443913001385-1319	8	MeasuredEntity	T16	human mitoribosomes	"{""HasQuantity"": ""T15""}"
