docId	annotSet	annotType	annotId	text	other
S0012821X12004384-990	1	Quantity	T1	total counts per gram	"{""unit"": ""counts per gram"", ""mods"": [""IsCount""]}"
S0012821X12004384-990	2	Quantity	T2	39%	"{""unit"": ""%"", ""mods"": []}"
S0012821X12004384-990	3	Quantity	T3	17%	"{""unit"": ""%"", ""mods"": []}"
S0012821X12004384-990	4	Quantity	T4	31%	"{""unit"": ""%"", ""mods"": []}"
S0012821X12004384-990	5	Quantity	T5	11%	"{""unit"": ""%"", ""mods"": []}"
S0012821X12004384-990	6	Quantity	T6	2619.60 m	"{""unit"": ""m"", ""mods"": []}"
S0012821X12004384-990	7	Quantity	T7	2614.71 m	"{""unit"": ""m"", ""mods"": []}"
S0012821X12004384-990	8	MeasuredEntity	T8	spores and pollen species	"{""HasQuantity"": ""T1""}"
S0012821X12004384-990	9	MeasuredEntity	T9	dinoflagellate cysts	"{""HasQuantity"": ""T1""}"
S0012821X12004384-990	10	MeasuredProperty	T10	total variance	"{""HasQuantity"": ""T2"", ""HasProperty"": ""T8""}"
S0012821X12004384-990	11	MeasuredProperty	T11	total variance	"{""HasQuantity"": ""T3"", ""HasProperty"": ""T8""}"
S0012821X12004384-990	12	MeasuredProperty	T12	total variance	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T9""}"
S0012821X12004384-990	13	MeasuredProperty	T13	total variance	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T9""}"
S0012821X12004384-990	14	MeasuredEntity	T14	depths	"{""HasQuantity"": ""T6""}"
S0012821X12004384-990	15	MeasuredEntity	T15	depths	"{""HasQuantity"": ""T7""}"
