docId	annotSet	annotType	annotId	text	other
S0012821X12004384-1265	1	Quantity	T1	71	"{""mods"": [""IsCount""], ""unit"": ""count""}"
S0012821X12004384-1265	1	MeasuredEntity	T2	palynology samples	"{""HasQuantity"": ""T1""}"
S0012821X12004384-1265	1	MeasuredProperty	T3	total	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0012821X12004384-1265	2	Quantity	T4	1/100th	"{""mods"": [""IsCount""], ""unit"": ""fraction""}"
S0012821X12004384-1265	2	MeasuredEntity	T5	slide	"{""HasQuantity"": ""T4""}"
S0012821X12004384-1265	2	MeasuredProperty	T6	proportion of total material	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0012821X12004384-1265	3	Quantity	T7	5 g	"{""unit"": ""g""}"
S0012821X12004384-1265	3	MeasuredEntity	T8	material	"{""HasQuantity"": ""T7""}"
S0012821X12004384-1265	3	MeasuredProperty	T9	initial weight	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0012821X12004384-1265	4	Quantity	T10	0.05 g	"{""unit"": ""g""}"
S0012821X12004384-1265	4	MeasuredEntity	T11	dried sediment	"{""HasQuantity"": ""T10""}"
S0012821X12004384-1265	4	MeasuredProperty	T12	per 0.05 g	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0012821X12004384-1265	5	Quantity	T13	>250 μm	"{""unit"": ""μm"", ""mods"": [""IsApproximate""]}"
S0012821X12004384-1265	5	MeasuredEntity	T14	fractions	"{""HasQuantity"": ""T13""}"
S0012821X12004384-1265	5	MeasuredProperty	T15	size	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0012821X12004384-1265	6	Quantity	T16	>90%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0012821X12004384-1265	6	MeasuredEntity	T17	amorphous organic matter (AOM)	"{""HasQuantity"": ""T16""}"
S0012821X12004384-1265	6	MeasuredProperty	T18	dominated	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
S0012821X12004384-1265	7	Quantity	T19	20 and 60 g	"{""unit"": ""g"", ""mods"": [""IsRange""]}"
S0012821X12004384-1265	7	MeasuredEntity	T20	Foraminifera samples	"{""HasQuantity"": ""T19""}"
S0012821X12004384-1265	7	MeasuredProperty	T21	processed	"{""HasQuantity"": ""T19"", ""HasProperty"": ""T20""}"
