docId	annotSet	annotType	annotId	text	other
S0032386113009889-2123	1	Quantity	T1	about 70 MPa	"{""unit"": ""MPa"", ""mods"": [""IsApproximate""]}"
S0032386113009889-2123	1	MeasuredEntity	T2	epoxy matrix polymer	"{""HasProperty"": ""T3""}"
S0032386113009889-2123	1	MeasuredProperty	T3	applied uniaxial stress	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032386113009889-2123	1	Qualifier	T4	during the elastic deformation region	"{""Qualifies"": ""T1""}"
S0032386113009889-2123	2	Quantity	T5	about 210 MPa	"{""unit"": ""MPa"", ""mods"": [""IsApproximate""]}"
S0032386113009889-2123	2	MeasuredEntity	T6	crack tip	"{""HasProperty"": ""T7""}"
S0032386113009889-2123	2	MeasuredProperty	T7	hydrostatic stress	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S0032386113009889-2123	3	Quantity	T8	210 MPa	"{""unit"": ""MPa""}"
S0032386113009889-2123	3	MeasuredEntity	T9	finite-element analysis simulations	"{""HasProperty"": ""T10""}"
S0032386113009889-2123	3	MeasuredProperty	T10	applied hydrostatic stress	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
