docId	annotSet	annotType	annotId	text	other
S0019103512003533-5318	1	Quantity	T1	10 keV	"{""unit"": ""keV"", ""mods"": []}"
S0019103512003533-5318	1	MeasuredEntity	T2	10 keV electron flux	"{""HasQuantity"": ""T1""}"
S0019103512003533-5318	1	MeasuredProperty	T3	particle flux	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0019103512003533-5318	2	Quantity	T4	400–650 K	"{""unit"": ""K"", ""mods"": [""IsRange""]}"
S0019103512003533-5318	2	MeasuredEntity	T5	Saturn	"{""HasQuantity"": ""T4""}"
S0019103512003533-5318	2	MeasuredProperty	T6	observed temperatures	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0019103512003533-5318	3	Quantity	T7	∼100 mV m−1	"{""unit"": ""mV m−1"", ""mods"": [""IsApproximate""]}"
S0019103512003533-5318	3	MeasuredEntity	T8	magnetospheric electric field	"{""HasQuantity"": ""T7""}"
S0019103512003533-5318	3	MeasuredProperty	T9	electric field strength	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0019103512003533-5318	4	Quantity	T10	1 mW m−2	"{""unit"": ""mW m−2"", ""mods"": []}"
S0019103512003533-5318	4	MeasuredEntity	T11	10 keV electron flux	"{""HasQuantity"": ""T10""}"
S0019103512003533-5318	4	MeasuredProperty	T12	particle flux	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0019103512003533-5318	5	Quantity	T13	∼800 K	"{""unit"": ""K"", ""mods"": [""IsApproximate""]}"
S0019103512003533-5318	5	MeasuredEntity	T14	thermosphere temperatures	"{""HasQuantity"": ""T13""}"
S0019103512003533-5318	5	MeasuredProperty	T15	temperatures	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
