docId	annotSet	annotType	annotId	text	other
S1387700313001822-661	1	Quantity	T1	260 nm	"{""unit"": ""nm""}"
S1387700313001822-661	1	MeasuredEntity	T2	GMP ligand	"{""HasQuantity"": ""T1""}"
S1387700313001822-661	1	MeasuredProperty	T3	negative band	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S1387700313001822-661	1	Qualifier	T4	nearby	"{""Qualifies"": ""T1""}"
S1387700313001822-661	2	Quantity	T5	215–225 nm	"{""unit"": ""nm"", ""mods"": [""IsRange""]}"
S1387700313001822-661	2	MeasuredEntity	T6	complex 1	"{""HasQuantity"": ""T5""}"
S1387700313001822-661	2	MeasuredProperty	T7	weak negative band	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S1387700313001822-661	2	Qualifier	T8	weak	"{""Qualifies"": ""T7""}"
S1387700313001822-661	3	Quantity	T9	θ ≈ − 10 mdeg	"{""unit"": ""mdeg"", ""mods"": [""IsApproximate""]}"
S1387700313001822-661	3	MeasuredEntity	T10	aromatic chromophore	"{""HasQuantity"": ""T9""}"
S1387700313001822-661	3	MeasuredProperty	T11	strong negative CE	"{""HasQuantity"": ""T9"", ""HasProperty"": ""T10""}"
S1387700313001822-661	3	Qualifier	T12	centered at 297 nm	"{""Qualifies"": ""T11""}"
S1387700313001822-661	4	Quantity	T13	297 nm	"{""unit"": ""nm""}"
S1387700313001822-661	4	MeasuredEntity	T14	guanine chromophores	"{""HasQuantity"": ""T13""}"
S1387700313001822-661	4	MeasuredProperty	T15	excitation coupling	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
