docId	annotSet	annotType	annotId	text	other
S0960148113004989-3203	1	Quantity	T1-1	10 min	"{""unit"": ""min""}"
S0960148113004989-3203	1	MeasuredEntity	T1-2	tidal period	"{""HasQuantity"": ""T1-1""}"
S0960148113004989-3203	1	MeasuredProperty	T1-3	tidal period time	"{""HasProperty"": ""T1-2"", ""HasQuantity"": ""T1-1""}"
S0960148113004989-3203	2	Quantity	T2-1	±12 m	"{""unit"": ""m"", ""mods"": [""IsRange""]}"
S0960148113004989-3203	2	MeasuredEntity	T2-2	tidal range	"{""HasQuantity"": ""T2-1""}"
S0960148113004989-3203	3	Quantity	T3-1	one	"{""mods"": [""IsCount""]}"
S0960148113004989-3203	3	MeasuredEntity	T3-2	simulation time	"{""HasQuantity"": ""T3-1""}"
S0960148113004989-3203	4	Quantity	T4-1	12 s	"{""unit"": ""s""}"
S0960148113004989-3203	4	MeasuredEntity	T4-2	time step	"{""HasQuantity"": ""T4-1""}"
S0960148113004989-3203	5	Qualifier	T5-1	small basin size	"{""Qualifies"": ""T1-2""}"
