docId	annotSet	annotType	annotId	text	other
S0019103512004009-5033	1	Quantity	T1	near 1.4Rp	"{""unit"": ""Rp"", ""mods"": [""IsApproximate""]}"
S0019103512004009-5033	1	MeasuredEntity	T2	H/H+ transition	"{""HasQuantity"": ""T1""}"
S0019103512004009-5033	1	Qualifier	T3	in the MC09 model	"{""Qualifies"": ""T2""}"
S0019103512004009-5033	2	Quantity	T4	2–3Rp	"{""unit"": ""Rp"", ""mods"": [""IsRange""]}"
S0019103512004009-5033	2	MeasuredEntity	T5	H/H+ transition	"{""HasQuantity"": ""T4""}"
S0019103512004009-5033	2	Qualifier	T6	replace the gray approximation with the full solar spectrum in this model	"{""Qualifies"": ""T4""}"
S0019103512004009-5033	3	Quantity	T7	30 nbar	"{""unit"": ""nbar""}"
S0019103512004009-5033	3	MeasuredEntity	T8	level	"{""HasQuantity"": ""T7""}"
S0019103512004009-5033	3	Qualifier	T9	in the C2 model	"{""Qualifies"": ""T8""}"
S0019103512004009-5033	4	Quantity	T10	3800 K	"{""unit"": ""K""}"
S0019103512004009-5033	4	MeasuredProperty	T11	temperature	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T8""}"
S0019103512004009-5033	5	Quantity	T12	1000 K	"{""unit"": ""K""}"
S0019103512004009-5033	6	Quantity	T13	1 μbar	"{""unit"": ""μbar""}"
S0019103512004009-5033	6	MeasuredEntity	T14	p0	"{""HasQuantity"": ""T13""}"
S0019103512004009-5033	7	Quantity	T15	1300 K	"{""unit"": ""K""}"
S0019103512004009-5033	7	MeasuredEntity	T16	T0	"{""HasQuantity"": ""T15""}"
S0019103512004009-5033	8	Quantity	T17	3.4Rp	"{""unit"": ""Rp""}"
S0019103512004009-5033	8	MeasuredEntity	T18	H/H+ transition	"{""HasQuantity"": ""T17""}"
S0019103512004009-5033	8	Qualifier	T19	in agreement with the C2 model	"{""Qualifies"": ""T17""}"
S0019103512004009-5033	9	Quantity	T20	2–3%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S0019103512004009-5033	9	MeasuredEntity	T21	H Lyman α transit depth	"{""HasQuantity"": ""T20""}"
