docId	annotSet	annotType	annotId	text	other
S0167739X12001525-5094	1	MeasuredEntity	T1	Listing 1	"{""HasQuantity"": ""T2""}"
S0167739X12001525-5094	1	Quantity	T2	1	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	2	MeasuredEntity	T3	Line 1	"{""HasQuantity"": ""T4""}"
S0167739X12001525-5094	2	Quantity	T4	1	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	3	MeasuredEntity	T5	lines 2–12	"{""HasQuantity"": ""T6""}"
S0167739X12001525-5094	3	Quantity	T6	2–12	"{""mods"": [""IsRange""]}"
S0167739X12001525-5094	4	MeasuredEntity	T7	Line 4	"{""HasQuantity"": ""T8""}"
S0167739X12001525-5094	4	Quantity	T8	4	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	5	MeasuredEntity	T9	Line 6	"{""HasQuantity"": ""T10""}"
S0167739X12001525-5094	5	Quantity	T10	6	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	6	MeasuredEntity	T11	Line 8	"{""HasQuantity"": ""T12""}"
S0167739X12001525-5094	6	Quantity	T12	8	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	7	MeasuredEntity	T13	Line 10	"{""HasQuantity"": ""T14""}"
S0167739X12001525-5094	7	Quantity	T14	10	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	8	MeasuredEntity	T15	Line 12	"{""HasQuantity"": ""T16""}"
S0167739X12001525-5094	8	Quantity	T16	12	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	9	MeasuredEntity	T17	lines 13–17	"{""HasQuantity"": ""T18""}"
S0167739X12001525-5094	9	Quantity	T18	13–17	"{""mods"": [""IsRange""]}"
S0167739X12001525-5094	10	MeasuredEntity	T19	Line 15	"{""HasQuantity"": ""T20""}"
S0167739X12001525-5094	10	Quantity	T20	15	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	11	MeasuredEntity	T21	Line 17	"{""HasQuantity"": ""T22""}"
S0167739X12001525-5094	11	Quantity	T22	17	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	12	MeasuredEntity	T23	Fig. 4	"{""HasQuantity"": ""T24""}"
S0167739X12001525-5094	12	Quantity	T24	4	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	13	MeasuredEntity	T25	Fig. 5	"{""HasQuantity"": ""T26""}"
S0167739X12001525-5094	13	Quantity	T26	5	"{""mods"": [""IsCount""]}"
