docId	annotSet	annotType	annotId	text	other
S0032063313003218-7156	1	Quantity	T1	~6× that of ES	"{""mods"": [""IsApproximate""], ""unit"": ""times""}"
S0032063313003218-7156	1	MeasuredEntity	T2	power dissipated in the atmosphere	"{""HasQuantity"": ""T1""}"
S0032063313003218-7156	1	MeasuredProperty	T3	Joule heating	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063313003218-7156	2	Quantity	T4	~3× that of ES	"{""mods"": [""IsApproximate""], ""unit"": ""times""}"
S0032063313003218-7156	2	MeasuredEntity	T5	ion drag energy	"{""HasQuantity"": ""T4""}"
S0032063313003218-7156	3	Quantity	T6	~7× that of ES	"{""mods"": [""IsApproximate""], ""unit"": ""times""}"
S0032063313003218-7156	3	MeasuredEntity	T7	power used to accelerate the magnetosphere towards corotation	"{""HasQuantity"": ""T6""}"
S0032063313003218-7156	4	Quantity	T8	~2600TW	"{""mods"": [""IsApproximate""], ""unit"": ""TW""}"
S0032063313003218-7156	4	MeasuredEntity	T9	total power per hemisphere	"{""HasQuantity"": ""T8""}"
S0032063313003218-7156	5	Quantity	T10	three times larger than the responsive thermosphere case in Cowley et al. (2007)	"{""mods"": [""IsApproximate""], ""unit"": ""times""}"
S0032063313003218-7156	6	Quantity	T11	~75% decrease in the magnitude of ‘magnetospheric’ power	"{""mods"": [""IsApproximate""], ""unit"": ""percent""}"
S0032063313003218-7156	6	MeasuredEntity	T12	magnitude of ‘magnetospheric’ power	"{""HasQuantity"": ""T11""}"
S0032063313003218-7156	7	Quantity	T13	30% that of case ES	"{""mods"": [""IsApproximate""], ""unit"": ""percent""}"
S0032063313003218-7156	7	MeasuredEntity	T14	total power per hemisphere in case EF	"{""HasQuantity"": ""T13""}"
