docId	annotSet	annotType	annotId	text	other
S0927775713009606-1216	1	Quantity	T1	1.5418 Å	"{""unit"": ""Å"", ""mods"": []}"
S0927775713009606-1216	1	MeasuredEntity	T2	CuKα	"{""HasQuantity"": ""T1""}"
S0927775713009606-1216	1	MeasuredProperty	T3	λ	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0927775713009606-1216	2	Quantity	T4	5° to 85°	"{""unit"": ""°"", ""mods"": [""IsRange""]}"
S0927775713009606-1216	2	MeasuredEntity	T5	2θ range	"{""HasQuantity"": ""T4""}"
S0927775713009606-1216	2	MeasuredProperty	T6	range	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0927775713009606-1216	3	Quantity	T7	0.1°	"{""unit"": ""°"", ""mods"": []}"
S0927775713009606-1216	3	MeasuredEntity	T8	step size	"{""HasQuantity"": ""T7""}"
S0927775713009606-1216	3	MeasuredProperty	T9	step size	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0927775713009606-1216	4	Quantity	T10	4 s	"{""unit"": ""s"", ""mods"": []}"
S0927775713009606-1216	4	MeasuredEntity	T11	counting time per step	"{""HasQuantity"": ""T10""}"
S0927775713009606-1216	4	MeasuredProperty	T12	counting time	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0927775713009606-1216	5	Quantity	T13	0.9	"{""mods"": []}"
S0927775713009606-1216	5	MeasuredEntity	T14	K	"{""HasQuantity"": ""T13""}"
S0927775713009606-1216	5	MeasuredProperty	T15	K	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0927775713009606-1216	6	Qualifier	T16	assuming a spherical particle morphology	"{""Qualifies"": ""T14""}"
S0927775713009606-1216	6	Qualifier	T17	using a Gaussian peak fitting procedure	"{""Qualifies"": ""T14""}"
