docId	annotSet	annotType	annotId	text	other
S0967064513002774-1376	1	Quantity	T1	220 mL	"{""unit"": ""mL""}"
S0967064513002774-1376	1	MeasuredEntity	T2	incubation chambers	"{""HasQuantity"": ""T1""}"
S0967064513002774-1376	2	Quantity	T2	2 h	"{""unit"": ""h""}"
S0967064513002774-1376	2	MeasuredEntity	T3	corals	"{""HasQuantity"": ""T2""}"
S0967064513002774-1376	3	Quantity	T3	10 chambers	"{""unit"": ""chambers"", ""mods"": [""IsCount""]}"
S0967064513002774-1376	3	MeasuredEntity	T4	treatment	"{""HasQuantity"": ""T3""}"
S0967064513002774-1376	4	Quantity	T4	8	"{""mods"": [""IsCount""]}"
S0967064513002774-1376	4	MeasuredEntity	T5	respiration	"{""HasQuantity"": ""T4""}"
S0967064513002774-1376	5	Quantity	T5	2	"{""mods"": [""IsCount""]}"
S0967064513002774-1376	5	MeasuredEntity	T6	seawater blanks	"{""HasQuantity"": ""T5""}"
S0967064513002774-1376	6	Quantity	T6	48 h	"{""unit"": ""h""}"
S0967064513002774-1376	6	MeasuredEntity	T7	corals	"{""HasQuantity"": ""T6""}"
S0967064513002774-1376	7	Quantity	T7	40-min	"{""unit"": ""min""}"
S0967064513002774-1376	7	MeasuredEntity	T8	oxygen consumption	"{""HasQuantity"": ""T7""}"
S0967064513002774-1376	8	Quantity	T8	80%	"{""unit"": ""%""}"
S0967064513002774-1376	8	MeasuredEntity	T9	oxygen saturation	"{""HasQuantity"": ""T8""}"
S0967064513002774-1376	9	Quantity	T9	T+21 days	"{""unit"": ""days""}"
S0967064513002774-1376	9	MeasuredEntity	T10	incubations	"{""HasQuantity"": ""T9""}"
S0967064513002774-1376	10	Quantity	T10	−20 °C	"{""unit"": ""°C""}"
S0967064513002774-1376	10	MeasuredEntity	T11	fragments	"{""HasQuantity"": ""T10""}"
